# ts ed_betaInf
# ts	ed_betaInf
0.0	1.0
0.0125	0.99934569299129
0.025	0.9973850682297385
0.037500000000000006	0.9941250050292831
0.05	0.9895769373556756
0.0625	0.9837568066365187
0.07500000000000001	0.9766849959872006
0.08750000000000001	0.9683862461429592
0.1	0.9588895534679889
0.1125	0.9482280504914785
0.125	0.9364388694973168
0.1375	0.9235629897687712
0.15000000000000002	0.9096450691611382
0.1625	0.8947332607440502
0.17500000000000002	0.8788790153204794
0.1875	0.8621368706909937
0.2	0.8445642285895625
0.21250000000000002	0.8262211202705784
0.225	0.807169961775767
0.23750000000000002	0.7874752999539295
0.25	0.7672035503458452
0.2625	0.7464227280810227
0.275	0.72520217296212
0.28750000000000003	0.7036122699366346
0.30000000000000004	0.6817241661737758
0.3125	0.6596094859773518
0.325	0.6373400447726215
0.3375	0.6149875634068476
0.35000000000000003	0.592623383999185
0.36250000000000004	0.5703181885661469
0.375	0.5481417216337171
0.3875	0.5261625180267552
0.4	0.5044476370004024
0.41250000000000003	0.48306240384718285
0.42500000000000004	0.4620701600773132
0.4375	0.441532023228662
0.45	0.42150665731708226
0.4625	0.4020500548875928
0.47500000000000003	0.3832153315723721
0.48750000000000004	0.36505253400307364
0.5	0.3476084618628288
0.5125000000000001	0.33092650479757474
0.525	0.31504649483778413
0.5375	0.30000457491000077
0.55	0.2858330839437666
0.5625	0.2725604590033332
0.5750000000000001	0.2602111547957566
0.5875	0.24880558082781162
0.6000000000000001	0.2383600564037561
0.6125	0.2288867835752458
0.625	0.2203938380733912
0.6375000000000001	0.21288517817188185
0.65	0.20636067134953845
0.6625000000000001	0.2008161385408153
0.675	0.19624341568422837
0.6875	0.19263043220169124
0.7000000000000001	0.1899613059666493
0.7125	0.18821645424610423
0.7250000000000001	0.18737272003137748
0.7375	0.1874035131051631
0.75	0.1882789651283463
0.7625000000000001	0.18996609796945324
0.775	0.19242900444280397
0.7875000000000001	0.19562904056869015
0.8	0.19952502842033087
0.8125	0.20407346857840603
0.8250000000000001	0.2092287611745371
0.8375	0.21494343447062342
0.8500000000000001	0.2211683798913576
0.8625	0.22785309240289145
0.875	0.23494591511132984
0.8875000000000001	0.2423942869408714
0.9	0.25014499224278164
0.9125000000000001	0.258144411183156
0.925	0.266338769759537
0.9375	0.2746743883039031
0.9500000000000001	0.2830979273422716
0.9625	0.29155662969904234
0.9750000000000001	0.2999985577573008
0.9875	0.3083728248142179
1.0	0.3166298195035756
1.0125	0.32472142229490586
1.0250000000000001	0.3326012131206867
1.0375	0.34022466922928074
1.05	0.34754935241149065
1.0625	0.3545350848026928
1.075	0.36114411251997464
1.0875000000000001	0.3673412564544865
1.1	0.37309404960292564
1.1125	0.37837286038831625
1.125	0.3831510014889197
1.1375	0.38740482376464114
1.1500000000000001	0.39111379494253257
1.1625	0.39426056279641253
1.175	0.3968310026301565
1.1875	0.3988142489490291
1.2000000000000002	0.4002027112788137
1.2125000000000001	0.4009920741674176
1.225	0.40118128147828364
1.2375	0.4007725051586456
1.25	0.3997710987381911
1.2625000000000002	0.3981855358847039
1.2750000000000001	0.3960273344124008
1.2875	0.39331096620563233
1.3	0.3900537535850628
1.3125	0.3862757527051291
1.3250000000000002	0.3819996246301492
1.3375000000000001	0.3772504947917063
1.35	0.37205580158159013
1.3625	0.3664451348823695
1.375	0.3604500653814973
1.3875000000000002	0.3541039655543343
1.4000000000000001	0.34744182323666595
1.4125	0.3405000487378213
1.425	0.3333162764713912
1.4375	0.3259291621016467
1.4500000000000002	0.3183781762199346
1.4625000000000001	0.310703395576614
1.475	0.30294529290036526
1.4875	0.29514452633803245
1.5	0.28734172954445714
1.5125000000000002	0.279577303443165
1.5250000000000001	0.2718912106652895
1.5375	0.2643227736557952
1.55	0.25691047741311984
1.5625	0.24969177780080234
1.5750000000000002	0.24270291633771057
1.5875000000000001	0.23597874233729824
1.6	0.2295525432260601
1.6125	0.22345588382729342
1.625	0.21771845534853748
1.6375000000000002	0.21236793476002194
1.6500000000000001	0.20742985519723645
1.6625	0.2029274879637286
1.675	0.19888173665065875
1.6875	0.19531104382778813
1.7000000000000002	0.19223131069680843
1.7125000000000001	0.18965583003252595
1.725	0.18759523267064823
1.7375	0.18605744773327884
1.75	0.1850476767148333
1.7625000000000002	0.18456838148245763
1.7750000000000001	0.18461928617638307
1.7875	0.18519739292737752
1.8	0.1862970112408451
1.8125	0.1879098008305584
1.8250000000000002	0.19002482761974515
1.8375000000000001	0.19262863256366775
1.85	0.19570531288615217
1.8625	0.19923661526314337
1.875	0.20320204042946677
1.8875000000000002	0.20757895863089143
1.9000000000000001	0.21234273529255243
1.9125	0.21746686622704148
1.925	0.222923121661229
1.9375	0.22868169832036
1.9500000000000002	0.2347113787713348
1.9625000000000001	0.24097969719452483
1.975	0.24745311072512277
1.9875	0.2540971754810098
2.0	0.26087672637453807
2.0125	0.26775605979059003
2.025	0.27469911820276505
2.0375	0.28166967579370544
2.0500000000000003	0.288631524144319
2.0625	0.29554865706004835
2.075	0.3023854536102996
2.0875	0.30910685846962577
2.1	0.31567855866627925
2.1125000000000003	0.3220671558649644
2.125	0.328240333336295
2.1375	0.33416701679501587
2.15	0.33981752832271955
2.1625	0.3451637326281268
2.1750000000000003	0.35017917493892037
2.1875	0.35483920986345435
2.2	0.3591211206080227
2.2125	0.36300422798572474
2.225	0.36646998870584585
2.2375000000000003	0.3695020824880154
2.25	0.37208648760269747
2.2625	0.37421154449879923
2.275	0.37586800723975855
2.2875	0.377049082531371
2.3000000000000003	0.3777504561872764
2.3125	0.37797030694133466
2.325	0.37770930757965215
2.3375	0.37697061342846955
2.35	0.3757598382972517
2.3625000000000003	0.3740850180386911
2.375	0.37195656194877197
2.3875	0.3693871922901678
2.4000000000000004	0.36639187228076164
2.4125	0.362987722945738
2.4250000000000003	0.35919392928622584
2.4375	0.3550316362695392
2.45	0.3505238351955327
2.4625000000000004	0.345695241040067
2.475	0.340572161420051
2.4875000000000003	0.3351823578645518
2.5	0.3295549001130365
