# ts tempo_beta5
# ts	tempo_beta5
0.0	1.0000000000000027
0.00625	0.9998458267061006
0.0125	0.9993738576963598
0.018750000000000003	0.9985845199410668
0.025	0.9974785198751527
0.03125	0.9960568348834548
0.037500000000000006	0.9943207220603214
0.043750000000000004	0.9922717158318554
0.05	0.9899116279269068
0.05625	0.9872425468624458
0.0625	0.9842668282506449
0.06875	0.9809870971370588
0.07500000000000001	0.9774062483925116
0.08125	0.973527447061831
0.08750000000000001	0.9693541162399316
0.09375	0.9648899225116667
0.1	0.960138778204042
0.10625000000000001	0.9551048469293266
0.1125	0.9497925416534928
0.11875000000000001	0.9442065171196392
0.125	0.9383516646784691
0.13125	0.9322331044336386
0.1375	0.9258561817202808
0.14375000000000002	0.9192264613507396
0.15000000000000002	0.9123497223884021
0.15625	0.9052319516570305
0.1625	0.8978793373836772
0.16875	0.8902982630183085
0.17500000000000002	0.8824953028595827
0.18125000000000002	0.8744772121144901
0.1875	0.8662509216589839
0.19375	0.8578235305524599
0.2	0.8492022991689413
0.20625000000000002	0.8403946417144245
0.21250000000000002	0.8314081187790379
0.21875	0.8222504305319417
0.225	0.8129294073187852
0.23125	0.8034530025706624
0.23750000000000002	0.7938292849321639
0.24375000000000002	0.7840664297507487
0.25	0.7741727108000586
0.25625000000000003	0.7641564920278734
0.2625	0.754026219855319
0.26875	0.743790414164382
0.275	0.7334576601862649
0.28125	0.7230366077577783
0.28750000000000003	0.7125359621229629
0.29375	0.7019644230307516
0.30000000000000004	0.6913307438653772
0.30625	0.6806437081930199
0.3125	0.6699121095684454
0.31875000000000003	0.6591447441546276
0.325	0.6483504027709565
0.33125000000000004	0.6375378626283227
0.3375	0.6267158785855756
0.34375	0.6158931747249945
0.35000000000000003	0.6050784360924907
0.35625	0.5942803003032828
0.36250000000000004	0.583507349131617
0.36875	0.572768100224871
0.375	0.5620709988783746
0.38125000000000003	0.5514244099266141
0.3875	0.5408366095684038
0.39375000000000004	0.5303157777647632
0.4	0.5198699919214874
0.40625	0.5095072182631658
0.41250000000000003	0.49923530199434585
0.41875	0.48906195740556574
0.42500000000000004	0.47899475938198555
0.43125	0.4690411372855555
0.4375	0.45920837168153805
0.44375000000000003	0.44950359022896813
0.45	0.4399337597547182
0.45625000000000004	0.43050567938715234
0.4625	0.4212259726655058
0.46875	0.4121010813075976
0.47500000000000003	0.4031372590230864
0.48125	0.39434056628709674
0.48750000000000004	0.385716864961877
0.49375	0.37727181332859544
0.5	0.36901086135485295
0.50625	0.3609392459614761
0.5125000000000001	0.35306198680191286
0.51875	0.3453838819756912
0.525	0.33790950423635197
0.53125	0.33064319724253766
0.5375	0.3235890722508147
0.5437500000000001	0.3167510048882209
0.55	0.310132632342527
0.55625	0.30373735070419833
0.5625	0.29756831248949644
0.56875	0.2916284225820624
0.5750000000000001	0.2859203336093342
0.58125	0.28044645315795236
0.5875	0.2752089502896085
0.59375	0.2702097509027035
0.6000000000000001	0.2654505283729703
0.6062500000000001	0.2609326990814581
0.6125	0.2566574194842794
0.61875	0.2526255825520842
0.625	0.24883782686646622
0.6312500000000001	0.2452945425416097
0.6375000000000001	0.2419958592412387
0.64375	0.23894169578943864
0.65	0.23613169569927644
0.65625	0.23356525594998975
0.6625000000000001	0.2312415309138726
0.6687500000000001	0.2291594340556061
0.675	0.2273176399556739
0.68125	0.22571458676755005
0.6875	0.22434847903613328
0.6937500000000001	0.22321729084533184
0.7000000000000001	0.22231876921553975
0.70625	0.22165043776337817
0.7125	0.22120960061673936
0.71875	0.2209933465477823
0.7250000000000001	0.22099855333166196
0.7312500000000001	0.22122189232430153
0.7375	0.22165983323525443
0.74375	0.22230864910019416
0.75	0.2231644214452687
0.7562500000000001	0.22422304563109216
0.7625000000000001	0.22548023637670672
0.76875	0.2269315334494628
0.775	0.22857230748202523
0.78125	0.23039776592164243
0.7875000000000001	0.2324029596792688
0.7937500000000001	0.2345827904528665
0.8	0.23693201494867175
0.80625	0.2394452520924679
0.8125	0.24211699046266436
0.8187500000000001	0.2449415956227392
0.8250000000000001	0.24791331610166686
0.83125	0.25102629134316096
0.8375	0.25427455972831725
0.84375	0.25765206541235747
0.8500000000000001	0.2611526649237397
0.8562500000000001	0.2647701340761458
0.8625	0.26849817554461425
0.86875	0.2723304333137868
0.875	0.2762604792649643
0.8812500000000001	0.2802818442760548
0.8875000000000001	0.2843880170844391
0.89375	0.2885724519109517
0.9	0.29282857610535346
0.90625	0.29714979779699535
0.9125000000000001	0.30152951354237933
0.9187500000000001	0.30596111594631864
0.925	0.31043800125912036
0.93125	0.31495357693103715
0.9375	0.3195012691197283
0.9437500000000001	0.3240745301467792
0.9500000000000001	0.32866684588553496
0.95625	0.33327174308721386
0.9625	0.3378827966087841
0.96875	0.3424936365719577
0.9750000000000001	0.3470979554172238
0.9812500000000001	0.3516895148478863
0.9875	0.3562621526710595
0.99375	0.3608097895166711
1.0	0.3653264354328402
1.00625	0.3698061963394766
1.0125	0.3742432803517661
1.01875	0.37863200394388785
1.0250000000000001	0.3829667979683512
1.03125	0.38724221350654575
1.0375	0.3914529275585083
1.04375	0.3955937485487096
1.05	0.3996596216666708
1.0562500000000001	0.40364563400944253
1.0625	0.4075470195411993
1.06875	0.4113591638571449
1.075	0.4150776087424774
1.08125	0.4186980565278887
1.0875000000000001	0.422216374241547
1.09375	0.42562859753938537
1.1	0.42893093442053637
1.10625	0.4321197687276073
1.1125	0.43519166341304827
1.1187500000000001	0.4381433635848843
1.125	0.4409717993220738
1.13125	0.44367408825379984
1.1375	0.44624753790590554
1.14375	0.4486896478155321
1.1500000000000001	0.4509981113947988
1.15625	0.4531708175674863
1.1625	0.45520585215462295
1.16875	0.45710149903001934
1.175	0.45885624101801864
1.1812500000000001	0.46046876056219577
1.1875	0.46193794014155765
1.19375	0.4632628624506836
1.2000000000000002	0.46444281033188617
1.20625	0.4654772664739977
1.2125000000000001	0.4663659128621668
1.21875	0.4671086299937095
1.225	0.46770549585862925
1.2312500000000002	0.46815678467867067
1.2375	0.4684629654222117
1.2437500000000001	0.46862470007688256
1.25	0.46864284170824727
1.25625	0.4685184322800229
1.2625000000000002	0.46825270026686944
1.26875	0.46784705803492216
1.2750000000000001	0.4673030990216599
1.28125	0.46662259469423845
1.2875	0.46580749131352317
1.2937500000000002	0.46485990649039877
1.3	0.46378212554684384
1.3062500000000001	0.46257659768556997
1.3125	0.4612459319797361
1.31875	0.4597928931779982
1.3250000000000002	0.45822039733160125
1.33125	0.4565315072689647
1.3375000000000001	0.45472942789141474
1.34375	0.4528175013214608
1.35	0.4507992019041341
1.3562500000000002	0.44867813106391374
1.3625	0.44645801201821206
1.3687500000000001	0.44414268417042874
1.375	0.4417360983986962
1.38125	0.4392423100976255
1.3875000000000002	0.4366654740821968
1.39375	0.43400983642845087
1.4000000000000001	0.4312797209972642
1.40625	0.42847956551158556
1.4125	0.42561386299275583
1.4187500000000002	0.42268717711448067
1.425	0.4197041355016843
1.4312500000000001	0.4166694228624926
1.4375	0.41358777458963064
1.44375	0.41046397047580313
1.4500000000000002	0.4073028283761599
1.45625	0.40410919784595944
1.4625000000000001	0.40088795377679015
1.46875	0.3976439900363905
1.475	0.3943822131122255
1.4812500000000002	0.3911075357823547
1.4875	0.3878248707904705
1.4937500000000001	0.3845391245349786
1.5	0.3812551907977626
1.50625	0.37797794452443134
1.5125000000000002	0.37471223566075473
1.51875	0.37146288307272274
1.5250000000000001	0.3682346685252286
1.53125	0.36503233073655567
1.5375	0.36186055952363994
1.5437500000000002	0.35872399002113187
1.55	0.3556271970092974
1.5562500000000001	0.3525746893327215
1.5625	0.3495709044420107
1.56875	0.3466202030308608
1.5750000000000002	0.3437268638165975
1.58125	0.3408950784462323
1.5875000000000001	0.33812894653091147
1.59375	0.33543247084807737
1.6	0.33280955264511247
1.6062500000000002	0.3302639870253591
1.6125	0.3277994580881465
1.6187500000000001	0.325419532845717
1.625	0.323127650725611
1.63125	0.32092710276619735
1.6375000000000002	0.31882101620556325
1.64375	0.3168124332716261
1.6500000000000001	0.31490435422719093
1.65625	0.31309959360977024
1.6625	0.3114007976588453
1.6687500000000002	0.3098104706662361
1.675	0.3083309629397931
1.6812500000000001	0.3069644774484669
1.6875	0.30571306443277946
1.69375	0.3045786188023933
1.7000000000000002	0.3035628783108559
1.70625	0.302667421557513
1.7125000000000001	0.3018936663122102
1.71875	0.30124286802717826
1.725	0.3007161185697111
1.7312500000000002	0.3003143452104495
1.7375	0.3000383097990047
1.7437500000000001	0.2998886081802573
1.75	0.29986566985567253
1.75625	0.29996975818941635
1.7625000000000002	0.3002009697081571
1.76875	0.30055923390055905
1.7750000000000001	0.3010443132056338
1.78125	0.30165580351905835
1.7875	0.3023931312026443
1.7937500000000002	0.3032555540922026
1.8	0.3042421800170926
1.8062500000000001	0.30535198694328336
1.8125	0.3065837949234195
1.81875	0.30793625063853985
1.8250000000000002	0.30940784430586915
1.83125	0.31099691553488495
1.8375000000000001	0.3127016560244037
1.84375	0.31452011271991503
1.85	0.3164501905901215
1.8562500000000002	0.3184896563121944
1.8625	0.32063614013619274
1.8687500000000001	0.32288714166538635
1.875	0.32524003120013323
1.88125	0.32769205526229717
1.8875000000000002	0.3302403394726619
1.89375	0.33288189351287323
1.9000000000000001	0.3356136149793807
1.90625	0.3384322934206313
1.9125	0.34133461510448204
1.9187500000000002	0.3443171660657473
1.925	0.3473764350829859
1.9312500000000001	0.3505088176427862
1.9375	0.35371062104211254
1.94375	0.35697807187297703
1.9500000000000002	0.36030732384829584
1.95625	0.36369446208209005
1.9625000000000001	0.36713550740679596
1.96875	0.3706264208500859
1.975	0.37416310840358447
1.9812500000000002	0.37774142683083406
1.9875	0.3813571889084093
1.9937500000000001	0.38500616916962
2.0	0.38868410878561216
2.00625	0.39238672156347787
2.0125	0.39610969916782546
2.0187500000000003	0.3998487167494814
2.025	0.4035994382246329
2.03125	0.40735752178342155
2.0375	0.4111186253680123
2.04375	0.4148784126506013
2.0500000000000003	0.41863255802919525
2.05625	0.42237675216954235
2.0625	0.4261067069405056
2.06875	0.42981816089423164
2.075	0.43350688417597666
2.0812500000000003	0.4371686842265855
2.0875	0.4407994107013044
2.09375	0.4443949600744699
2.1	0.4479512833663352
2.10625	0.4514643963168063
2.1125000000000003	0.4549304014627103
2.11875	0.4583454890062803
2.125	0.4617058589998239
2.13125	0.46500776052758497
2.1375	0.4682475540258451
2.1437500000000003	0.4714216938043778
2.15	0.4745267231284706
2.15625	0.47755927705989903
2.1625	0.4805160845643818
2.16875	0.48339397561981906
2.1750000000000003	0.48618991629402253
2.18125	0.4889010325846539
2.1875	0.49152447135461735
2.19375	0.49405748602805905
2.2	0.49649748375112474
2.2062500000000003	0.4988419733729034
2.2125	0.5010885409476973
2.21875	0.5032349545555375
2.225	0.5052791575248115
2.23125	0.5072191903189979
2.2375000000000003	0.5090532222473795
2.24375	0.5107795563870465
2.25	0.5123966354533723
2.25625	0.5139030419746892
2.2625	0.5152974983089822
2.2687500000000003	0.5165788686834188
2.275	0.5177461603151663
2.28125	0.518798523703491
2.2875	0.5197352546321456
2.29375	0.52055579378754
2.3000000000000003	0.5212597275638646
2.30625	0.5218467883515719
2.3125	0.5223168537234347
2.31875	0.5226699489727143
2.325	0.5229062451989529
2.3312500000000003	0.5230260599355612
2.3375	0.5230298444497175
2.34375	0.5229181815178965
2.35	0.5226918295686538
2.35625	0.5223517427658395
2.3625000000000003	0.5218987669735107
2.36875	0.521333963496701
2.375	0.5206586580800528
2.38125	0.5198743472305588
2.3875	0.5189825864606775
2.3937500000000003	0.5179850530694136
2.4000000000000004	0.5168835629333962
2.40625	0.5156800700168241
2.4125	0.5143766320441552
2.41875	0.5129754159350557
2.4250000000000003	0.5114786490715956
2.4312500000000004	0.5098887009032066
2.4375	0.5082079947205618
2.44375	0.5064390786971085
2.45	0.5045846605914899
2.4562500000000003	0.5026475008233708
2.4625000000000004	0.500630418187907
2.46875	0.4985363180637207
2.475	0.49636818488204437
2.48125	0.4941290847440442
2.4875000000000003	0.4918221523251209
2.4937500000000004	0.48945057403543657
