# ts ed_beta5
# ts	ed_beta5
0.0	1.0
0.0125	0.9993622240931206
0.025	0.997451147491903
0.037500000000000006	0.9942735142849876
0.05	0.9898405337622406
0.0625	0.9841678342706184
0.07500000000000001	0.9772753988970659
0.08750000000000001	0.9691874832615878
0.1	0.9599325157822436
0.1125	0.94954298085098
0.125	0.9380552854340541
0.1375	0.9255096096836615
0.15000000000000002	0.9119497422172531
0.1625	0.8974229007881538
0.17500000000000002	0.8819795391347293
0.1875	0.8656731408555599
0.2	0.8485600012143035
0.21250000000000002	0.8306989978301581
0.225	0.8121513512576123
0.23750000000000002	0.7929803765024674
0.25	0.7732512265596284
0.2625	0.7530306290917111
0.275	0.7323866173960586
0.28750000000000003	0.7113882568310759
0.30000000000000004	0.690105367890698
0.3125	0.6686082471286251
0.325	0.6469673871409101
0.3375	0.6252531968174839
0.35000000000000003	0.6035357230692246
0.36250000000000004	0.5818843752282533
0.375	0.5603676533044151
0.3875	0.5390528812612047
0.4	0.5180059464491935
0.41250000000000003	0.4972910463049557
0.42500000000000004	0.4769704433883723
0.4375	0.4571042297912562
0.45	0.43775010190584235
0.4625	0.41896314649282873
0.47500000000000003	0.4007956389356391
0.48750000000000004	0.3832968545107177
0.5	0.36651289344321175
0.5125000000000001	0.3504865204534269
0.525	0.3352570194327089
0.5375	0.32086006381762305
0.55	0.30732760315944363
0.5625	0.29468776631173227
0.5750000000000001	0.28296478158303034
0.5875	0.2721789141245603
0.6000000000000001	0.26234642074447784
0.6125	0.25347952226154313
0.625	0.24558639343180447
0.6375000000000001	0.23867117040288802
0.65	0.23273397557185918
0.6625000000000001	0.22777095964481278
0.675	0.2237743606196677
0.6875	0.22073257933852342
0.7000000000000001	0.21863027118263875
0.7125	0.21744845341199923
0.7250000000000001	0.21716462758282992
0.7375	0.2177529164106551
0.75	0.21918421438386462
0.7625000000000001	0.22142635137347705
0.775	0.22444426842920337
0.7875000000000001	0.2282002049002766
0.8	0.23265389597191344
0.8125	0.23776277966515552
0.8250000000000001	0.24348221230914754
0.8375	0.24976569146098432
0.8500000000000001	0.25656508521913785
0.8625	0.26383086685240376
0.875	0.2715123536471444
0.8875000000000001	0.2795579488617844
0.9	0.28791538566870367
0.9125000000000001	0.2965319719601712
0.925	0.30535483489665394
0.9375	0.31433116408269546
0.9500000000000001	0.3234084522675847
0.9625	0.33253473248509513
0.9750000000000001	0.3416588105686583
0.9875	0.35073049200519113
1.0	0.35970080212245076
1.0125	0.36852219864092445
1.0250000000000001	0.37714877566177846
1.0375	0.3855364582070838
1.05	0.39364318647711305
1.0625	0.401429089041854
1.075	0.4088566442395488
1.0875000000000001	0.41589082911403835
1.1	0.42249925528440957
1.1125	0.428652291204787
1.125	0.4343231703387371
1.1375	0.4394880848412561
1.1500000000000001	0.4441262644114959
1.1625	0.44822004005074806
1.175	0.45175489253266116
1.1875	0.4547194854654344
1.2000000000000002	0.45710568289910986
1.2125000000000001	0.4589085515039858
1.225	0.4601263474188812
1.2375	0.4607604879397876
1.25	0.46081550829012985
1.2625000000000002	0.4602990037830843
1.2750000000000001	0.45922155775386964
1.2875	0.4575966557052485
1.3	0.45544058617244504
1.3125	0.4527723288739431
1.3250000000000002	0.4496134307718969
1.3375000000000001	0.44598787071998247
1.35	0.4419219134270915
1.3625	0.43744395351215787
1.375	0.43258435046840404
1.3875000000000002	0.42737525539415006
1.4000000000000001	0.42185043038197756
1.4125	0.41604506148819015
1.425	0.4099955662301848
1.4375	0.40373939658035163
1.4500000000000002	0.397314838441354
1.4625000000000001	0.3907608085991275
1.475	0.3841166501565717
1.4875	0.3774219274527046
1.5	0.3707162214690078
1.5125000000000002	0.364038926716834
1.5250000000000001	0.3574290505872259
1.5375	0.350925016127152
1.55	0.3445644691844425
1.5625	0.33838409083739746
1.5750000000000002	0.33241941599450114
1.5875000000000001	0.3267046590149875
1.6	0.3212725471623601
1.6125	0.31615416266056195
1.625	0.31137879407659047
1.6375000000000002	0.30697379770409555
1.6500000000000001	0.30296446957026557
1.6625	0.29937392863320705
1.675	0.29622301167951914
1.6875	0.29353018037193457
1.7000000000000002	0.2913114408352199
1.7125000000000001	0.2895802761052376
1.725	0.2883475917014013
1.7375	0.28762167451721865
1.75	0.2874081651573029
1.7625000000000002	0.2877100437826677
1.7750000000000001	0.2885276294594838
1.7875	0.2898585929401995
1.8	0.2916979827402105
1.8125	0.2940382643085963
1.8250000000000002	0.2968693720279225
1.8375000000000001	0.3001787737162469
1.85	0.3039515472443917
1.8625	0.30817046882367616
1.875	0.3128161124638
1.8875000000000002	0.31786696004779275
1.9000000000000001	0.3232995214210517
1.9125	0.32908846384480417
1.925	0.33520675012098955
1.9375	0.3416257846558065
1.9500000000000002	0.34831556669318137
1.9625000000000001	0.3552448499173383
1.975	0.3623813075956596
1.9875	0.36969170240917415
2.0	0.37714206009853213
2.0125	0.3846978460381203
2.025	0.3923241438402661
2.0375	0.3999858350852121
2.0500000000000003	0.407647779270763
2.0625	0.41527499307818694
2.075	0.4228328280581179
2.0875	0.43028714585170674
2.1	0.4376044900781889
2.1125000000000003	0.44475225404004076
2.125	0.4516988434212101
2.1375	0.4584138331820244
2.15	0.46486811788646504
2.1625	0.4710340547331668
2.1750000000000003	0.47688559860069485
2.1875	0.4823984284600825
2.2	0.4875500645531338
2.2125	0.4923199757832956
2.225	0.49668967681679865
2.2375000000000003	0.5006428144449953
2.25	0.5041652428140235
2.2625	0.5072450871849723
2.275	0.5098727959462018
2.2875	0.5120411806591394
2.3000000000000003	0.5137454439794283
2.3125	0.5149831953564377
2.325	0.5157544544756174
2.3375	0.516061642469446
2.35	0.5159095609839885
2.3625000000000003	0.515305359248288
2.375	0.5142584893535374
2.3875	0.5127806500071125
2.4000000000000004	0.5108857190834682
2.4125	0.5085896753487795
2.4250000000000003	0.5059105097893225
2.4375	0.5028681270241357
2.45	0.49948423733067815
2.4625000000000004	0.49578223985753495
2.475	0.4917870976405457
2.4875000000000003	0.48752520507791636
2.5	0.4830242485555858
