# ts tempo_betaInf
# ts	tempo_betaInf
0.47500000000000003	0.3832474719962465
0.48125	0.37407819840245593
0.48750000000000004	0.3650828710000031
0.49375	0.35626723732972987
0.5	0.34763683171969606
0.50625	0.33919697049260417
0.5125000000000001	0.3309527476621279
0.51875	0.3229090305802734
0.525	0.31507045592323135
0.53125	0.3074414260266427
0.5375	0.30002610540712465
0.5437500000000001	0.2928284174408273
0.55	0.285852041537576
0.55625	0.2791004105263845
0.5625	0.2725767082490615
0.56875	0.2662838674328938
0.5750000000000001	0.2602245678619856
0.58125	0.25440123486605765
0.5875	0.24881603805607902
0.59375	0.24347089027073965
0.6000000000000001	0.23836744687015543
0.6062500000000001	0.23350710534026806
0.6125	0.22889100514715496
0.61875	0.2245200278663729
0.625	0.22039479759612685
0.6312500000000001	0.21651568164854615
0.6375000000000001	0.21288279151974498
0.64375	0.20949598413347967
0.65	0.20635486335932998
0.65625	0.20345878180179758
0.6625000000000001	0.2008068428590019
0.6687500000000001	0.19839790303988009
0.675	0.1962305745494814
0.68125	0.19430322811672698
0.6875	0.19261399608009702
0.6937500000000001	0.1911607757638953
0.7000000000000001	0.18994123307455898
0.70625	0.18895280633378123
0.7125	0.18819271036623472
0.71875	0.1876579407867995
0.7250000000000001	0.18734527848663698
0.7312500000000001	0.18725129439156296
0.7375	0.1873723544327681
0.74375	0.18770462470217536
0.75	0.1882440768094455
0.7562500000000001	0.18898649343649304
0.7625000000000001	0.18992747408031901
0.76875	0.1910624409766643
0.775	0.19238664519735527
0.78125	0.19389517291278352
0.7875000000000001	0.19558295181254226
0.7937500000000001	0.1974447576760022
0.8	0.19947522108874313
0.80625	0.20166883427425938
0.8125	0.20401995808365864
0.8187500000000001	0.20652282910342828
0.8250000000000001	0.2091715668427889
0.83125	0.21196018103457823
0.8375	0.21488257902972255
0.84375	0.21793257327663665
0.8500000000000001	0.22110388887643936
0.8562500000000001	0.22439017120297794
0.8625	0.22778499358049398
0.86875	0.23128186500940498
0.875	0.2348742379313596
0.8812500000000001	0.2385555160247301
0.8875000000000001	0.24231906202140915
0.89375	0.24615820553596987
0.9	0.2500662508981329
0.90625	0.2540364849795292
0.9125000000000001	0.25806218500585837
0.9187500000000001	0.26213662634545914
0.925	0.26625309026538707
0.93125	0.2704048716462336
0.9375	0.274585286646823
0.9437500000000001	0.2787876803096801
0.9500000000000001	0.2830054340993616
0.95625	0.2872319733648226
0.9625	0.2914607747165292
0.96875	0.2956853733119977
0.9750000000000001	0.2998993700402909
0.9812500000000001	0.3040964385962244
0.9875	0.3082703324478418
0.99375	0.3124148916684578
1.0	0.316524049641783
1.00625	0.32059183962817767
1.0125	0.32461240118904927
1.01875	0.3285799864452444
1.0250000000000001	0.33248896626687213
1.03125	0.3363338358344789
1.0375	0.34010922107038094
1.04375	0.3438098837391576
1.05	0.34743072695035604
1.0562500000000001	0.3509668003746169
1.0625	0.35441330523351594
1.06875	0.35776559906381056
1.075	0.3610192007259451
1.08125	0.3641697939789395
1.0875000000000001	0.36721323243133264
1.09375	0.37014554312131
1.1	0.3729629303307777
1.10625	0.3756617791115344
1.1125	0.3782386585714685
1.1187500000000001	0.3806903249234568
1.125	0.3830137243494405
1.13125	0.385205995430312
1.1375	0.3872644716345882
1.14375	0.38918668249128086
1.1500000000000001	0.39097035722932616
1.15625	0.39261342517137393
1.1625	0.3941140172536173
1.16875	0.3954704674921633
1.175	0.3966813136431821
1.1812500000000001	0.3977452977322685
1.1875	0.39866136616387476
1.19375	0.3994286701137565
1.2000000000000002	0.40004656528744836
1.20625	0.4005146115927134
1.2125000000000001	0.4008325725304847
1.21875	0.4010004143196922
1.225	0.4010183046986383
1.2312500000000002	0.4008866119110056
1.2375	0.40060590291972115
1.2437500000000001	0.4001769415968203
1.25	0.3996006866816685
1.25625	0.3988782895125099
1.2625000000000002	0.3980110915360627
1.26875	0.3970006215994058
1.2750000000000001	0.3958485930215286
1.28125	0.39455690045462893
1.2875	0.39312761653949324
1.2937500000000002	0.39156298835896886
1.3	0.3898654336937647
1.3062500000000001	0.38803753708801175
1.3125	0.3860820457272588
1.31875	0.3840018651349986
1.3250000000000002	0.38180005469413714
1.33125	0.3794798230044477
1.3375000000000001	0.377044523104696
1.34375	0.37449764736320185
1.35	0.3718428224658677
1.3562500000000002	0.3690838042163952
1.3625	0.36622447187129786
1.3687500000000001	0.36326881739537775
1.375	0.3602209527188798
1.38125	0.3570850949168864
1.3875000000000002	0.3538655639868679
1.39375	0.3505667740169973
1.4000000000000001	0.3471932268539394
1.40625	0.3437495065376744
1.4125	0.3402402735240093
1.4187500000000002	0.33667025826379177
1.425	0.3330442545855755
1.4312500000000001	0.32936711511530864
1.4375	0.3256437425010787
1.44375	0.3218790836417161
1.4500000000000002	0.3180781234456204
1.45625	0.31424587814343147
1.4625000000000001	0.31038738873246685
1.46875	0.30650771441189684
1.475	0.3026119260197636
1.4812500000000002	0.298705099480799
1.4875	0.29479230927244654
1.4937500000000001	0.290878621916819
1.5	0.28696908950675537
1.50625	0.2830687432739651
1.5125000000000002	0.2791825872064752
1.51875	0.27531559172383036
1.5250000000000001	0.2714726874188547
1.53125	0.2676587588708268
1.5375	0.263878638538734
1.5437500000000002	0.26013710074175755
1.55	0.25643885573418157
1.5562500000000001	0.2527885438817932
1.5625	0.24919072994692196
1.56875	0.24564989748786104
1.5750000000000002	0.2421704433799218
1.58125	0.23875667246463567
1.5875000000000001	0.2354127923329851
1.59375	0.232142908249146
1.6	0.22895101821982983
1.6062500000000002	0.2258410082154097
1.6125	0.222816647548422
1.6187500000000001	0.2198815844141987
1.625	0.21703934159885868
1.63125	0.2142933123599827
1.6375000000000002	0.21164675648373216
1.64375	0.2091027965231864
1.6500000000000001	0.20666441422207452
1.65625	0.20433444712766857
1.6625	0.2021155853959659
1.6687500000000002	0.20001036772651806
1.675	0.19802118126150028
1.6812500000000001	0.1961502575291611
1.6875	0.1943996692233745
1.69375	0.19277132865955254
1.7000000000000002	0.19126698575313061
1.70625	0.18988822629658772
1.7125000000000001	0.18863647043863088
1.71875	0.18751297133385386
1.725	0.1865188140159728
1.7312500000000002	0.1856549140704836
1.7375	0.18492201803040736
1.7437500000000001	0.1843207021320587
1.75	0.18385137199789103
1.75625	0.18351426277589916
1.7625000000000002	0.18330943925128143
1.76875	0.18323679631933307
1.7750000000000001	0.18329605933701965
1.78125	0.18348678519979383
1.7875	0.1838083617190837
1.7937500000000002	0.18426001348575544
1.8	0.18484079767208075
1.8062500000000001	0.1855496088479127
1.8125	0.18638517966409696
1.81875	0.18734608344048245
1.8250000000000002	0.1884307357926321
1.83125	0.18963739744998007
1.8375000000000001	0.19096417756120906
1.84375	0.19240903371560647
1.85	0.19396977860587644
1.8562500000000002	0.19564408033667882
1.8625	0.19742946735750885
1.8687500000000001	0.19932333074545122
1.875	0.20132292790643966
1.88125	0.2034253864180073
1.8875000000000002	0.20562770840563124
1.89375	0.2079267745356575
1.9000000000000001	0.21031934830001156
1.90625	0.2128020802334763
1.9125	0.21537151257025575
1.9187500000000002	0.21802408417885596
1.925	0.22075613515095863
1.9312500000000001	0.22356391184334545
1.9375	0.22644357185566158
1.94375	0.22939118907103248
1.9500000000000002	0.2324027590151298
1.95625	0.23547420428752808
1.9625000000000001	0.2386013800141658
1.96875	0.24178007936871015
1.975	0.24500603915641936
1.9812500000000002	0.2482749454551356
1.9875	0.2515824393152327
1.9937500000000001	0.2549241225709859
2.0	0.25829556377968865
2.00625	0.2616923039062666
2.0125	0.2651098620058093
2.0187500000000003	0.26854374062983927
2.025	0.27198943475587106
2.03125	0.2754424310700339
2.0375	0.2788982189992768
2.04375	0.28235229526043826
2.0500000000000003	0.28580016953690585
2.05625	0.2892373701886222
2.0625	0.2926594499341887
2.06875	0.29606199147728973
2.075	0.2994406130781278
2.0812500000000003	0.30279097407715516
2.0875	0.3061087803430839
2.09375	0.3093897896711299
2.1	0.31262981701121756
2.10625	0.31582473932109717
2.1125000000000003	0.3189705005977996
2.11875	0.3220631170347596
2.125	0.32509868116700824
2.13125	0.32807337139958803
2.1375	0.33098344933727075
2.1437500000000003	0.3338252676520572
2.15	0.33659527452930266
2.15625	0.3392900179255671
2.1625	0.3419061496471407
2.16875	0.34444042925273904
2.1750000000000003	0.34688972798580436
2.18125	0.34925103252721823
2.1875	0.3515214478541372
2.19375	0.3536982017801548
2.2	0.3557786471889707
2.2062500000000003	0.3577602650255691
2.2125	0.35964066738431144
2.21875	0.36141760020302727
2.225	0.36308894572220946
2.23125	0.36465272479899186
2.2375000000000003	0.36610709904224303
2.24375	0.36745037278128334
2.25	0.3686809947097788
2.25625	0.3697975596568041
2.2625	0.37079880984457103
2.2687500000000003	0.3716836360726222
2.275	0.37245107864555055
2.28125	0.37310032799883125
2.2875	0.37363072474786446
2.29375	0.374041760233602
2.3000000000000003	0.37433307916113767
2.30625	0.37450447849349494
2.3125	0.3745559056339531
2.31875	0.3744874588848035
2.325	0.3742993871071603
2.3312500000000003	0.37399208927749417
2.3375	0.37356611341836826
2.34375	0.3730221553876642
2.35	0.3723610576664739
2.35625	0.371583808107786
2.3625000000000003	0.37069153830366913
2.36875	0.3696855214193953
2.375	0.36856716983687265
2.38125	0.3673380326799199
2.3875	0.36599979426074614
2.3937500000000003	0.3645542714292699
2.4000000000000004	0.3630034120738701
2.40625	0.36134929187071024
2.4125	0.3595941109766538
2.41875	0.35774019091309645
2.4250000000000003	0.355789971578914
2.4312500000000004	0.3537460077203038
2.4375	0.35161096520060475
2.44375	0.349387617093243
2.45	0.3470788398757086
2.4562500000000003	0.34468760923099734
2.4625000000000004	0.3422169954638249
2.46875	0.33967015990889604
2.475	0.3370503506338901
2.48125	0.33436089776647193
2.4875000000000003	0.33160520836473223
2.4937500000000004	0.3287867614945024
