# ts tempo_beta5_lt0
# ts	tempo_beta5_lt0
0.0	-1.9094595735482791e-16
0.00625	0.00608340894162679
0.0125	0.012311512545692904
0.018750000000000003	0.018528969657172354
0.025	0.024730449495189388
0.03125	0.03091063516449658
0.037500000000000006	0.037064228017315605
0.043750000000000004	0.04318595087985997
0.05	0.049270553656840285
0.05625	0.05531281671862588
0.0625	0.0613075565258089
0.06875	0.06724962988848347
0.07500000000000001	0.07313393818375152
0.08125	0.07895543167998852
0.08750000000000001	0.08470911388622854
0.09375	0.0903900458662044
0.1	0.0959933503524446
0.10625000000000001	0.1015142158322242
0.1125	0.10694790061200674
0.11875000000000001	0.11228973662311345
0.125	0.1175351337088548
0.13125	0.12267958306092316
0.1375	0.12771866119097083
0.14375000000000002	0.13264803370933403
0.15000000000000002	0.13746345890695377
0.15625	0.1421607913115461
0.1625	0.14673598508210686
0.16875	0.15118509734254462
0.17500000000000002	0.1555042917018826
0.18125000000000002	0.15968984108193532
0.1875	0.1637381309991488
0.19375	0.167645662380586
0.2	0.17140905460926123
0.20625000000000002	0.17502504819835862
0.21250000000000002	0.17849050748102976
0.21875	0.18180242312134706
0.225	0.18495791442332657
0.23125	0.18795423174182954
0.23750000000000002	0.1907887586815047
0.24375000000000002	0.19345901411941235
0.25	0.1959626542186044
0.25625000000000003	0.19829747421547472
0.2625	0.20046141007728666
0.26875	0.20245254001958973
0.275	0.20426908609689068
0.28125	0.2059094147833741
0.28750000000000003	0.20737203416522218
0.29375	0.20865560571665343
0.30000000000000004	0.2097589405609403
0.30625	0.21068099683691954
0.3125	0.2114208817336771
0.31875000000000003	0.21197785222069065
0.325	0.21235131541010047
0.33125000000000004	0.21254082876745115
0.3375	0.21254610020604406
0.34375	0.2123669881922026
0.35000000000000003	0.21200350177454014
0.35625	0.21145580046193294
0.36250000000000004	0.21072419389359956
0.36875	0.20980914130054656
0.375	0.20871125090170684
0.38125000000000003	0.20743127940752978
0.3875	0.20597013076809786
0.39375000000000004	0.2043288551052707
0.4	0.2025086476153521
0.40625	0.20051084760904037
0.41250000000000003	0.19833693664814633
0.41875	0.1959885349329482
0.42500000000000004	0.19346739932079896
0.43125	0.19077542266578623
0.4375	0.18791463243295084
0.44375000000000003	0.18488718831600304
0.45	0.18169538011344138
0.45625000000000004	0.17834162524988545
0.4625	0.17482846623017734
0.46875	0.17115856825066397
0.47500000000000003	0.16733471642646444
0.48125	0.16335981312353884
0.48750000000000004	0.15923687506891468
0.49375	0.15496903037796184
0.5	0.15055951553714914
0.50625	0.1460116721911818
0.5125000000000001	0.14132894396000625
0.51875	0.1365148730485806
0.525	0.13157309688985158
0.53125	0.12650734462152344
0.5375	0.12132143355082287
0.5437500000000001	0.11601926550693734
0.55	0.11060482313914949
0.55625	0.10508216614280935
0.5625	0.09945542743016438
0.56875	0.09372880873341853
0.5750000000000001	0.08790657548295237
0.58125	0.08199305429286721
0.5875	0.07599263206699827
0.59375	0.06990975078365018
0.6000000000000001	0.06374890067932361
0.6062500000000001	0.0575146157505927
0.6125	0.05121147001335507
0.61875	0.044844072776860866
0.625	0.03841706508685766
0.6312500000000001	0.03193511659364342
0.6375000000000001	0.025402917614388204
0.64375	0.018825181582627488
0.65	0.012206637238046308
0.65625	0.005552023474643558
0.6625000000000001	-0.0011339145677627261
0.6687500000000001	-0.007846429754716213
0.675	-0.014580777230839266
0.68125	-0.021332218702870092
0.6875	-0.028096026699825104
0.6937500000000001	-0.03486748881963205
0.7000000000000001	-0.04164191195875105
0.70625	-0.04841462650937133
0.7125	-0.05518099052550008
0.71875	-0.061936393849740076
0.7250000000000001	-0.06867626220207558
0.7312500000000001	-0.07539606122544301
0.7375	-0.08209130048233483
0.74375	-0.08875753740335418
0.75	-0.0953903811790356
0.7562500000000001	-0.10198549659379597
0.7625000000000001	-0.10853860779499372
0.76875	-0.11504550198790775
0.775	-0.12150203303614604
0.78125	-0.12790412496359646
0.7875000000000001	-0.13424777573528282
0.7937500000000001	-0.14052906105476545
0.8	-0.14674413639156766
0.80625	-0.15288924101293835
0.8125	-0.1589607009684244
0.8187500000000001	-0.1649549324423307
