# ts ed_betaInf_lt0
# ts	ed_betaInf_lt0
0.0	0.0
0.0125	0.012492858001422913
0.025	0.02494289315274623
0.037500000000000006	0.037307428196373206
0.05	0.049544076526728806
0.0625	0.06161088618583092
0.07500000000000001	0.0734664822679915
0.08750000000000001	0.0850702072127694
0.1	0.0963822584732782
0.1125	0.10736382305697538
0.125	0.11797720844785425
0.1375	0.12818596943272326
0.15000000000000002	0.1379550303698067
0.1625	0.14725080245512828
0.17500000000000002	0.15604129556115956
0.1875	0.16429622424274515
0.2	0.17198710752743415
0.21250000000000002	0.17908736213084936
0.225	0.18557238876269103
0.23750000000000002	0.19141965121499582
0.25	0.19660874795171343
0.2625	0.2011214759468732
0.275	0.2049418865479843
0.28750000000000003	0.20805633317140892
0.30000000000000004	0.2104535106671827
0.3125	0.21212448622234664
0.325	0.21306272170352114
0.3375	0.2132640873718087
0.35000000000000003	0.21272686693556428
0.36250000000000004	0.21145175393899562
0.375	0.209441839517251
0.3875	0.20670259158081217
0.4	0.20324182552430112
0.41250000000000003	0.19906966658629796
0.42500000000000004	0.19419850401807742
0.4375	0.1886429372496219
0.45	0.1824197142710335
0.4625	0.1755476624763851
0.47500000000000003	0.16804761224489942
0.48750000000000004	0.15994231356127972
0.5	0.15125634600242158
0.5125000000000001	0.14201602244241773
0.525	0.13224928685030232
0.5375	0.12198560657688808
0.55	0.11125585954661511
0.5625	0.10009221678901387
0.5750000000000001	0.08852802076058978
0.5875	0.07659765992332633
0.6000000000000001	0.0643364400584889
0.6125	0.051780452806179586
0.625	0.03896644192990047
0.6375000000000001	0.02593166781319882
0.65	0.012713770700514087
0.6625000000000001	-0.0006493668018632023
0.675	-0.014119757447656747
0.6875	-0.02765944677848853
0.7000000000000001	-0.04123064974371329
0.7125	-0.05479588600231963
0.7250000000000001	-0.06831811340385033
0.7375	-0.08176085915307571
0.75	-0.09508834817397205
0.7625000000000001	-0.10826562820018487
0.775	-0.12125869113314185
0.7875000000000001	-0.13403459022472503
0.8	-0.14656155265835646
0.8125	-0.1588090871215861
0.8250000000000001	-0.17074808598332442
0.8375	-0.18235092171084705
0.8500000000000001	-0.19359153718497382
0.8625	-0.2044455295959816
0.875	-0.2148902276287564
0.8875000000000001	-0.22490476167214493
0.9	-0.23447012681504803
0.9125000000000001	-0.24356923842062836
0.925	-0.2521869800986592
0.9375	-0.26031024392643914
0.9500000000000001	-0.26792796279860687
0.9625	-0.27503113481709024
0.9750000000000001	-0.2816128396635167
0.9875	-0.2876682469271064
1.0	-0.29319461639286476
1.0125	-0.29819129032516134
1.0250000000000001	-0.3026596778132908
1.0375	-0.30660323127564787
1.05	-0.3100274152492173
1.0625	-0.3129396676207106
1.075	-0.3153493534841706
1.0875000000000001	-0.3172677118379622
1.1	-0.3187077953610508
1.1125	-0.31968440353428346
1.125	-0.32021400939787764
1.1375	-0.3203146802590965
1.1500000000000001	-0.3200059926873699
1.1625	-0.31930894215465294
1.175	-0.31824584769826164
1.1875	-0.3168402520019185
1.2000000000000002	-0.31511681730669033
1.2125000000000001	-0.31310121757842396
1.225	-0.31082002737137826
1.2375	-0.30830060783882807
1.25	-0.30557099035126967
1.2625000000000002	-0.3026597581897399
1.2750000000000001	-0.29959592678850827
1.2875	-0.296408823004471
1.3	-0.29312796389287227
1.3125	-0.28978293546928574
1.3250000000000002	-0.28640327193559667
1.3375000000000001	-0.28301833584434444
1.35	-0.2796571996701624
1.3625	-0.2763485292496725
1.375	-0.2731204695422948
1.3875000000000002	-0.2700005331528701
1.4000000000000001	-0.267015492045425
1.4125	-0.2641912728618493
1.425	-0.2615528562446328
1.4375	-0.25912418054459374
1.4500000000000002	-0.25692805027587
1.4625000000000001	-0.2549860496606266
1.475	-0.253318461583561
1.4875	-0.25194419225476294
1.5	-0.2508807018542171
1.5125000000000002	-0.25014394140801627
1.5250000000000001	-0.24974829611910293
1.5375	-0.249706535349665
1.55	-0.2500297694250577
1.5625	-0.2507274134008212
1.5750000000000002	-0.2518071579063906
1.5875000000000001	-0.25327494715045507
1.6	-0.2551349641435626
1.6125	-0.25738962316518954
1.625	-0.2600395694729051
1.6375000000000002	-0.2630836862222658
1.6500000000000001	-0.2665191085376621
1.6625	-0.2703412446460235
1.675	-0.2745438039562921
1.6875	-0.27911883194174986
1.7000000000000002	-0.2840567516539726
1.7125000000000001	-0.2893464116723623
1.725	-0.29497514026718574
1.7375	-0.30092880553070633
1.75	-0.30719188120703156
1.7625000000000002	-0.31374751793020184
1.7750000000000001	-0.32057761955861225
1.7875	-0.327662924275036
1.8	-0.3349830901029789
1.8125	-0.34251678447398615
1.8250000000000002	-0.35024177746517343
1.8375000000000001	-0.3581350383131409
1.85	-0.3661728347980652
1.8625	-0.37433083508227893
1.875	-0.38258421157845707
1.8875000000000002	-0.3909077464165612
1.9000000000000001	-0.3992759380730649
1.9125	-0.40766310872324363
1.925	-0.4160435118757787
1.9375	-0.42439143984895794
1.9500000000000002	-0.4326813306507002
1.9625000000000001	-0.4408878738276632
1.975	-0.4489861148548689
1.9875	-0.4569515576445318
2.0	-0.46476026476186955
2.0125	-0.4723889549461322
2.025	-0.47981509754778673
2.0375	-0.4870170035060715
2.0500000000000003	-0.4939739125072192
2.0625	-0.5006660759791233
2.075	-0.5070748355980399
2.0875	-0.5131826970001441
2.1	-0.5189733984133365
2.1125000000000003	-0.5244319739447472
2.125	-0.5295448112825738
2.1375	-0.5342997035949569
2.15	-0.5386858954315917
2.1625	-0.5426941224605955
2.1750000000000003	-0.5463166448970254
2.1875	-0.5495472745071741
2.2	-0.5523813950982506
2.2125	-0.5548159764306079
2.225	-0.5568495815163976
2.2375000000000003	-0.5584823672958259
2.25	-0.5597160787090824
2.2625	-0.5605540362094446
2.275	-0.5610011167888971
2.2875	-0.5610637286150586
2.3000000000000003	-0.560749779402859
2.3125	-0.5600686386708987
2.325	-0.5590310940558155
2.3375	-0.5576493018828934
2.35	-0.5559367322135552
2.3625000000000003	-0.5539081086123885
2.375	-0.5515793428973599
2.3875	-0.5489674651569987
2.4000000000000004	-0.5460905493364534
2.4125	-0.5429676347123233
2.4250000000000003	-0.5396186435910378
2.4375	-0.5360642955817406
2.45	-0.5323260188062646
2.4625000000000004	-0.5284258584211933
2.475	-0.5243863828369336
2.4875000000000003	-0.5202305880268904
2.5	-0.5159818003270715
