# ts k3 k4 k5 k6 k7 k8
# ts	gt0	gt0	gt0	gt0	gt0	gt0
0.0	1.3860388851822931	1.4171478625657994	1.4432810764359296	1.4610734729862027	1.4718937455500538	1.478097958411454
0.05	1.2183834687862045	1.2482911990239205	1.2733107770303989	1.2903532151031945	1.3007703042069012	1.306937213029596
0.1	1.088937976749428	1.1181823637909662	1.1425091461040406	1.1590650419698403	1.1692126592775638	1.175350458465607
0.15000000000000002	0.9875832537321345	1.0165633242750634	1.0405159225761988	1.0567902444425037	1.0667767462486377	1.072903486128217
0.2	0.9071481142862141	0.9361562074854328	0.95996970537909	0.9761156365450671	0.9860234458949241	0.9921568048330108
0.25	0.8424773072327082	0.8717229847125628	0.8955666399140583	0.9116951414241775	0.9215844097988486	0.9277382704230306
0.30000000000000004	0.7898177405539977	0.8194467262794285	0.8434393810504324	0.8596284685479119	0.8695417136760911	0.8757255462379003
0.35000000000000003	0.7464063465533244	0.7765147314118616	0.800737264391577	0.8170395162509232	0.8270055597773037	0.8332251205207291
0.4	0.7101872019765737	0.7408344504327214	0.7653387945160512	0.78178838708291	0.7918260914216716	0.7980839455169735
0.45	0.6796164955540279	0.7108350502667207	0.7356522827744844	0.7522703076569639	0.762391633021553	0.7686882603090002
0.5	0.653524493204124	0.6853276302591086	0.710473669412411	0.7272719724198725	0.7374844358190102	0.743819244042669
0.55	0.631017868541069	0.663404509208939	0.688885124072244	0.7058691959216808	0.7161771673591868	0.72254875463539
0.6000000000000001	0.6114089021637759	0.6443677008495845	0.6701818375483988	0.687352963414656	0.6977583089434091	0.7041647256669165
0.65	0.5941639419039041	0.627676624608846	0.6538186592195099	0.671175458985269	0.6816783274705622	0.6881174233538333
0.7000000000000001	0.5788654323828724	0.6129095591102426	0.6393708476040835	0.6569104799047831	0.6675097107664298	0.6739795320587009
0.75	0.5651842221037754	0.5997351346020916	0.6265051138444527	0.6442242376488059	0.654917387631706	0.6614162549731561
0.8	0.5528589818227344	0.5878910434218061	0.6149581026804644	0.6328529837877888	0.6436368647293234	0.6501633481955459
0.8500000000000001	0.5416807022625378	0.5771679422012153	0.6045198802450561	0.6225866469285107	0.6334578691117659	0.6400108211316966
0.9	0.531480977916298	0.5673974566650092	0.5950214800702899	0.6132566729508353	0.6242120242299103	0.6307905500184429
0.9500000000000001	0.5221230878646252	0.5584433784729049	0.5863261790349644	0.6047268322657311	0.6157634643588625	0.6223668089782893
1.0	0.5134951736657866	0.5501947559644124	0.5783229216549847	0.5968862162835499	0.6080016449075667	0.6146292094792152
1.05	0.5055050338001195	0.5425604909266677	0.5709209588043133	0.589643821680044	0.6008358784650676	0.6074872857706319
1.1	0.49807615837695746	0.5354652079202006	0.5640454951376728	0.5829243080575818	0.594191193173585	0.6008662601572555
1.1500000000000001	0.4911446127368028	0.5288460813484465	0.5576343187486527	0.5766645844897899	0.5880051252660248	0.594703789608176
1.2000000000000002	0.48465658504021997	0.5226503732367292	0.5516352342356756	0.5708111291098477	0.5822252086269807	0.5889475250897545
1.25	0.47856647179082423	0.5168335023392167	0.5460041027126004	0.565318118570166	0.5768069899063843	0.5835532226940413
1.3	0.47283537296730616	0.5113575128868837	0.540703332850953	0.5601463963045168	0.5717124573097208	0.5784832250281674
1.35	0.46742990049530286	0.5061898497104529	0.5357007055736482	0.5552627573136034	0.566908821920673	0.5737052685739994
1.4000000000000001	0.4623212284254815	0.5013023843274618	0.5309684417339781	0.5506392768264424	0.5623675667426554	0.5691915463278262
1.4500000000000002	0.45748432913953296	0.49667069134394704	0.5264824528784766	0.5462524255978921	0.5580636675407773	0.5649179553531324
1.5	0.4528973517918248	0.49227347895723256	0.5222217400985363	0.5420821529545472	0.5539749882350339	0.5608634721766075
1.55	0.44854111150010706	0.4880920464959933	0.518167910370015	0.5381111182246727	0.5500819459665657	0.557009629061712
1.6	0.44439866919827037	0.4841098784726267	0.5143047808302675	0.5343241358881139	0.5463674360601584	0.5533400825382061
1.6500000000000001	0.44045498950567175	0.4803123354294572	0.5106180499577496	0.530707784742267	0.5428167999508889	0.5498402730449836
1.7000000000000002	0.4366966640661343	0.4766863960009879	0.5070950215605137	0.5272501117973972	0.5394176091653089	0.5464971689520439
1.75	0.43311168790242033	0.4732204390017804	0.5037243737147898	0.523940394657648	0.5361592634345776	0.5432990731106804
1.8	0.4296892764458566	0.46990405900697735	0.5004959688818971	0.5207689498015218	0.5330325615662528	0.5402354554426619
1.85	0.4264197136303717	0.4667279102569879	0.49740070407132214	0.5177269774144243	0.5300293692263195	0.5372967922521852
1.9000000000000001	0.423294223983496	0.46368357441766944	0.49443038789954113	0.514806433270847	0.5271423999618727	0.53447442769306
1.9500000000000002	0.4203048636834879	0.46076344839232464	0.4915776263930876	0.5119999323431207	0.5243650745759828	0.5317605204996804
2.0	0.4174444265895338	0.45796064853562674	0.48883572142382725	0.5093007152886659	0.5216914316231906	0.5291480575418553
2.0500000000000003	0.4147063629612638	0.45526892882050685	0.48619858887855777	0.5067027056094126	0.5191160726327921	0.526630633183962
2.1	0.4120847089037353	0.4526826106420402	0.4836606922436052	0.504200602345451	0.5166341264799302	0.5242023264756599
