# ts gt0
# ts	gt0
0.0	1.4546879221379043
0.025	1.3637505040969418
0.05	1.2842323186508264
0.07500000000000001	1.214468099201131
0.1	1.153062972675345
0.125	1.0988438020934483
0.15000000000000002	1.0508202359818308
0.17500000000000002	1.0081533640922329
0.2	0.9701302241939467
0.225	0.9361429743669246
0.25	0.905672012152246
0.275	0.8782719856954283
0.30000000000000004	0.8535602441129287
0.325	0.8312072478373804
0.35000000000000003	0.8109285497129141
0.375	0.7924780973026362
0.4	0.7756426113852338
0.42500000000000004	0.7602368536252703
0.45	0.7460996323882056
0.47500000000000003	0.7330904279704468
0.5	0.721086533328961
0.525	0.7099805929022294
0.55	0.6996784616089862
0.5750000000000001	0.690097396538347
0.6000000000000001	0.68116458765906
0.625	0.6728159008664357
0.65	0.6649947662698329
0.675	0.6576511942732733
0.7000000000000001	0.6507409265725813
0.7250000000000001	0.6442246948021113
0.75	0.6380675941961048
0.775	0.6322385392981243
0.8	0.6267097990124642
0.8250000000000001	0.6214565884701942
0.8500000000000001	0.6164567128907917
0.875	0.6116902565582167
0.9	0.6071393158631536
0.925	0.6027877588852997
0.9500000000000001	0.5986210235042798
0.9750000000000001	0.5946259384150413
1.0	0.5907905702499141
1.0250000000000001	0.5871040851088395
1.05	0.5835566330034135
1.075	0.580139238854416
1.1	0.5768437090137875
1.125	0.5736625506200772
1.1500000000000001	0.5705889001285406
1.175	0.5676164588725751
1.2000000000000002	0.5647394375410949
1.225	0.5619525098631915
1.25	0.5592507681298452
1.2750000000000001	0.5566296888197908
1.3	0.5540850987496324
1.3250000000000002	0.551613145819886
1.35	0.5492102667077178
1.375	0.5468731593516285
1.4000000000000001	0.5445987606072394
1.425	0.5423842283357448
1.4500000000000002	0.5402269205142429
1.475	0.5381243748583152
1.5	0.5360742914120461
1.5250000000000001	0.5340745195253672
1.55	0.5321230315062669
1.5750000000000002	0.530217924338034
1.6	0.5283574034066912
1.625	0.526539774201828
1.6500000000000001	0.5247634357880757
1.675	0.5230268697976687
1.7000000000000002	0.5213286370575295
1.725	0.5196673719146457
1.75	0.5180417768566893
1.7750000000000001	0.5164506175857159
1.8	0.5148927184751572
1.8250000000000002	0.5133669607803654
1.85	0.5118722775071749
1.875	0.5104076508092263
1.9000000000000001	0.5089721079385906
1.925	0.5075647177023666
1.9500000000000002	0.5061845879880853
1.975	0.5048308642160195
2.0	0.5035027269105706
2.025	0.5021993863340573
2.0500000000000003	0.5009200818681079
2.075	0.49966407954822195
2.1	0.4984306667711865
2.125	0.4972191515344756
2.15	0.49602886037983673
2.1750000000000003	0.49485913432557854
2.2	0.4937093281639874
2.225	0.4925788059053021
2.25	0.49146693623606513
2.275	0.4903730897128911
2.3000000000000003	0.48929663492633485
2.325	0.48823693423509107
2.35	0.48719334008479137
2.375	0.4861651891033367
2.4000000000000004	0.48515179699111666
2.4250000000000003	0.48415245365717546
2.45	0.4831664191483342
2.475	0.48219292318100393
2.5	0.48123116984728026
2.5250000000000004	0.4802803511159499
2.5500000000000003	0.47933967852924975
2.575	0.47840843943886496
2.6	0.4774860854943011
2.625	0.4765723560388136
2.6500000000000004	0.47566741830920034
2.6750000000000003	0.4747719746534522
2.7	0.4738872788016322
2.725	0.47301501359342374
2.75	0.4721570552963596
2.7750000000000004	0.471315210054353
2.8000000000000003	0.47049100350473294
2.825	0.46968557087753954
2.85	0.46889963560022496
2.875	0.4681335442397287
2.9000000000000004	0.4673873301365366
2.9250000000000003	0.46666078477507056
2.95	0.46595352255287026
2.975	0.4652650357443816
3.0	0.4645947430049351
3.0250000000000004	0.46394201808075425
3.0500000000000003	0.46330622366463464
3.075	0.4626867284012138
3.1	0.46208291832546056
3.125	0.4614942125203386
3.1500000000000004	0.4609200661192154
3.1750000000000003	0.46035997642423193
3.2	0.4598134838034748
3.225	0.4592801687145024
3.25	0.45875966033686205
3.2750000000000004	0.45825163049802725
3.3000000000000003	0.4577557999180666
3.325	0.4572719127730689
3.35	0.45679976077886036
3.375	0.4563391631106712
3.4000000000000004	0.4558899747123776
3.4250000000000003	0.45545207984144237
3.45	0.4550253889223236
3.475	0.45460983579727066
3.5	0.45420537435730346
3.5250000000000004	0.45381197445850835
3.5500000000000003	0.45342961863868514
3.575	0.4530582986233191
3.6	0.4526980125636592
3.625	0.4523487626208269
3.6500000000000004	0.45201055397486306
3.6750000000000003	0.4516833944042448
3.7	0.45136729462772285
3.725	0.45106226756282236
3.75	0.450768330097248
3.7750000000000004	0.4504855008253764
3.8000000000000003	0.4502138020781457
3.825	0.4499532616952005
3.85	0.4497039183888264
3.875	0.4494658223353673
3.9000000000000004	0.4492390361438413
3.9250000000000003	0.4490236358428091
3.95	0.448819711510556
3.975	0.44862736753192317
4.0	0.4484467226892609
4.025	0.44827791104602976
4.05	0.44812107960086367
4.075	0.4479763908650671
4.1000000000000005	0.44784402219485564
4.125	0.44772416968389556
4.15	0.44761705057201806
4.175	0.4475229062660844
4.2	0.44744200619928287
4.2250000000000005	0.44737464314659287
4.25	0.44732112768073035
4.275	0.44728177838363253
4.3	0.4472569146364894
4.325	0.4472468538972845
4.3500000000000005	0.44725191436691936
4.375	0.44727242282627566
4.4	0.4473087293514779
4.425	0.44736121926529604
4.45	0.44743031041994596
4.4750000000000005	0.4475164433018695
4.5	0.44762009838387773
4.525	0.44774182053260414
4.55	0.44788220416869967
4.575	0.4480419043951389
4.6000000000000005	0.44822160885121376
4.625	0.44842205101620924
4.65	0.4486440214763651
4.675	0.4488883818741688
4.7	0.4491560770035006
4.7250000000000005	0.44944814288236756
4.75	0.44976570974975216
4.775	0.4501100234829257
4.800000000000001	0.45048247481948317
4.825	0.45088458028200834
4.8500000000000005	0.45131797883040614
4.875	0.45178444091449116
4.9	0.45228591981513994
4.925000000000001	0.45282455344618544
4.95	0.4534026867230845
4.9750000000000005	0.4540228792085203
