# ts n1 n2 n4 n6 n8
# ts	gt0	gt0	gt0	gt0	gt0
0.0	1.2146050148177943	1.4501834408982914	1.471800815834912	1.47216818038514	1.4718848926212498
0.05	1.0852251754738904	1.2827271743669268	1.300661000323818	1.3010869132539793	1.3008037377989965
0.1	0.9819913620449323	1.153574149160566	1.1690980029003009	1.1695469952871669	1.1692704687788382
0.15000000000000002	0.899044855402332	1.0527142005486851	1.0666612053156703	1.0671148644316615	1.066847627329772
0.2	0.8319131530720099	0.9729824801104139	0.9859085927418553	0.986357274134095	0.9861000779117979
0.25	0.7771614547480739	0.9091876275237285	0.9214706409067772	0.9219091797033024	0.9216621234108141
0.30000000000000004	0.7321382265047598	0.8575287030818821	0.8694284697720861	0.8698546698488021	0.8696172652896912
0.35000000000000003	0.6947874248867818	0.8151969537171104	0.8268923764116979	0.8273054520276557	0.8270773196605069
0.4	0.6635085915501884	0.7800992946635671	0.7917124817845436	0.7921124386128183	0.7918932019913593
0.45	0.6370516891941175	0.7506636416076967	0.7622772153593567	0.7626643906432133	0.762453659094831
0.5	0.6144374787894256	0.7257007389191652	0.7373690762591169	0.7377436653679015	0.737541102887351
0.55	0.5948968308746777	0.7043047269350807	0.7160608275824132	0.7164227624678627	0.7162281592281815
0.6000000000000001	0.5778242035595234	0.685780627996854	0.6976410521773311	0.6979903192704441	0.6978034659799687
0.65	0.5627418046972438	0.6695914518125237	0.6815602909645387	0.68189702493914	0.6817176574773635
0.7000000000000001	0.5492718683361498	0.6553191907819911	0.6673910855150509	0.6677155822581934	0.6675433808731046
0.75	0.5371151311117227	0.6426359400469893	0.6547984438431019	0.6551110665823688	0.654945722390292
0.8	0.5260340493241631	0.6312822251490107	0.6435179934019615	0.6438190629002601	0.6436603488265139
0.8500000000000001	0.5158396856227462	0.6210509393858339	0.6333395749451408	0.6336293331463637	0.6334771084769495
0.9	0.5063814689297704	0.6117753986999657	0.6240948465344461	0.6243738846721257	0.6242275566569199
