# ts gt0
# ts	gt0
0.0	1.5361058328017407
0.1	1.229150726815457
0.2	1.045518185323518
0.30000000000000004	0.9303298576281713
0.4	0.8545034340487778
0.5	0.8020713740647905
0.6000000000000001	0.7640286648950705
0.7000000000000001	0.7351506701144228
0.8	0.7123307179277625
0.9	0.6936716606697396
1.0	0.6779872697855752
1.1	0.6645114208100154
1.2000000000000002	0.6527284137812632
1.3	0.6422853446479956
1.4000000000000001	0.6329456770427636
1.5	0.6245402585868983
1.6	0.616929469851924
1.7000000000000002	0.6099953277875642
1.8	0.6036396927683484
1.9000000000000001	0.5977815239001655
2.0	0.5923540636419079
2.1	0.5873016085568472
2.2	0.5825770855364101
2.3000000000000003	0.5781404385734786
2.4000000000000004	0.5739574071588845
2.5	0.5699987371382983
2.6	0.5662394456561481
2.7	0.562658221456202
2.8000000000000003	0.5592369332940231
2.9000000000000004	0.5559602674061571
3.0	0.5528155492445922
3.1	0.5497928004837797
3.2	0.5468849768890084
3.3000000000000003	0.5440883364985083
3.4000000000000004	0.5414022033597583
3.5	0.538826480260294
3.6	0.5363552112274809
3.7	0.5339645363119386
3.8000000000000003	0.5316334490570752
3.9000000000000004	0.5294027916227644
4.0	0.5273526911894523
4.1000000000000005	0.5255617371093314
4.2	0.5240715319647395
4.3	0.5228891999516326
4.4	0.5221069589630154
4.5	0.521846209749236
4.6000000000000005	0.5222624249843331
4.7	0.5235602338021348
4.800000000000001	0.5260257733827192
4.9	0.5300386673384763
