# ts d4 d5 d6 d7 d8
# ts	gt0	gt0	gt0	gt0	gt0
0.0	1.4384080992783221	1.4585759283895712	1.4644056350623589	1.4681934924830735	1.4718937455500538
0.05	1.2680037518247114	1.288036319436283	1.2935572232804833	1.2971938230796343	1.3007703042069012
0.1	1.1375502287209054	1.1568173773400652	1.162145443814737	1.1657066150905189	1.1692126592775638
0.15000000000000002	1.0361680326406635	1.0545475284993122	1.0597703591969312	1.0633048837760624	1.0667767462486377
0.2	0.9563011300828714	0.9738455159350264	0.9790241896514124	0.9825625448061521	0.9860234458949241
0.25	0.8925766911652744	0.9093848802683846	0.91456001266112	0.9181202239752863	0.9215844097988486
0.30000000000000004	0.8411061635348288	0.8572762529931793	0.8624738694851704	0.8660679844600497	0.8695417136760911
0.35000000000000003	0.7990364540547704	0.8146505128037647	0.81988673319982	0.8235197377766676	0.8270055597773037
0.4	0.7642489843942104	0.7793721400341393	0.7846550608029776	0.7883286859898235	0.7918260914216716
0.45	0.7351553130399888	0.7498367544045741	0.75516961612008	0.7588845499543804	0.762391633021553
0.5	0.7105544341058995	0.724830902723344	0.7302130631581089	0.7339698514152786	0.7374844358190102
0.55	0.6895287791083314	0.7034286908898946	0.7088575600840397	0.7126571764204679	0.7161771673591868
0.6000000000000001	0.6713733124932918	0.684918955510692	0.6903905106711004	0.6942348835117762	0.6977583089434091
0.65	0.6555428048412605	0.6687518262425927	0.6742615048911861	0.6781528787306913	0.6816783274705622
0.7000000000000001	0.6416113891711308	0.6544991877262535	0.6600427265766357	0.6639827444034587	0.6675097107664298
0.75	0.629241257789146	0.6418254010143681	0.6473989940962532	0.6513882203595555	0.654917387631706
0.8	0.6181580988226818	0.6304654461535882	0.636065700700904	0.640103086627524	0.6436368647293234
0.8500000000000001	0.6081324746369163	0.6202085897182315	0.6258323751645596	0.6299147017651983	0.6334578691117659
0.9	0.5989693650823915	0.6108860169546635	0.6165303885946538	0.6206526524475929	0.6242120242299103
0.9500000000000001	0.5905103021833229	0.6023613967675548	0.6080236764398049	0.6121807371642356	0.6157634643588625
1.0	0.5826392115253496	0.5945239594283062	0.6002016813180652	0.6043897334022256	0.6080016449075667
1.05	0.5752761054801254	0.5872831145051464	0.5929739367181227	0.5971904731639013	0.6008358784650676
1.1	0.5683643246345926	0.580564153533547	0.5862658440772601	0.5905088300029471	0.594191193173585
1.1500000000000001	0.5618604803060221	0.5743049840239137	0.5800153446116352	0.5842828164130278	0.5880051252660248
1.2000000000000002	0.5557285323095787	0.5684536426607436	0.5741703675838776	0.5784604774273755	0.5822252086269807
1.25	0.5499368448075417	0.5629662414089873	0.5686869049278449	0.57299808836656	0.5768069899063843
1.3	0.5444569240476841	0.5578051995031668	0.5635275085083896	0.5678585431063763	0.5717124573097208
1.35	0.5392629948987976	0.5529378717352907	0.5586600949555931	0.5630099705014966	0.566908821920673
1.4000000000000001	0.5343318054027748	0.5483357525751276	0.5540569955435652	0.5584246417299957	0.5623675667426554
1.4500000000000002	0.5296424720524562	0.5439740240763106	0.5496942028964703	0.5540782204974605	0.5580636675407773
1.5	0.525176336362258	0.5398310970780631	0.5455507717369378	0.5499493240210225	0.5539749882350339
1.55	0.5209167997434776	0.5358881076954548	0.5416083345660887	0.5460192453688161	0.5500819459665657
1.6	0.5168491217762337	0.532128518376939	0.5378507088053409	0.5422716788304718	0.5463674360601584
1.6500000000000001	0.5129601914736538	0.5285378266474029	0.5342635938514355	0.5386924034282368	0.5428167999508889
1.7000000000000002	0.5092382368746486	0.5251034800815785	0.5308343582348647	0.5352689603349812	0.5394176091653089
1.75	0.5056723377006884	0.5218148026969548	0.5275518803708076	0.531990364865207	0.5361592634345776
1.8	0.502252794500261	0.5186624944430103	0.5244063730095159	0.5288468672355027	0.5330325615662528
1.85	0.49897117764078985	0.5156381569469946	0.5213891617534707	0.5258297589173668	0.5300293692263195
1.9000000000000001	0.4958198465113586	0.5127340909085161	0.5184924561718169	0.5229312162216002	0.5271423999618727
1.9500000000000002	0.4927918263557037	0.5099432277253824	0.5157091667491731	0.5201441743999228	0.5243650745759828
