# ts gt0
# ts	gt0
0.0	1.7129812530571493
0.05	1.499029626111186
0.1	1.3395605028668307
0.15000000000000002	1.2184939202827434
0.2	1.1249923439911695
0.25	1.0515828786582864
0.30000000000000004	0.9930187229196228
0.35000000000000003	0.9455654327906573
0.4	0.9065368391319844
0.45	0.8739840614978037
0.5	0.8464829393507439
0.55	0.8229868289771222
0.6000000000000001	0.8027236598800652
0.65	0.7851235445073292
0.7000000000000001	0.7697678472470616
0.75	0.7563534633655592
0.8	0.7446684637589028
0.8500000000000001	0.734575808738365
0.9	0.7260040898116549
0.9500000000000001	0.7189441084912935
