# ts chi10 chi20 chi30 chi40 chi50 chi60
# ts	gt0	gt0	gt0	gt0	gt0	gt0
0.0	1.7089243027851984	1.717698075787718	1.7181678784167813	1.7176949335505018	1.7178729733322993	1.7179185302423279
0.1	1.337563503157129	1.3436573152245614	1.344209340094673	1.3438451425386477	1.3439197607283273	1.3439648729028626
0.2	1.1239089943682083	1.129280749643563	1.129857510932112	1.12951115566194	1.1295134563224885	1.129540115075359
0.30000000000000004	0.9929814289166999	0.9980557003767014	0.9983010989567022	0.9978273286559736	0.997759633667634	0.9977651861353963
0.4	0.9075699753855141	0.9125399163524405	0.9122692299555649	0.9115842499604603	0.9114807694571234	0.9114535992928249
0.5	0.8481896912029742	0.8533290795242273	0.8525904232789768	0.8517068380934858	0.8516095540059128	0.8515564965522631
0.6000000000000001	0.8043854653785439	0.8099901132140336	0.8090434380591889	0.8080469172983886	0.8079977209720304	0.8079381890965812
0.7000000000000001	0.7705018812529619	0.776897590129953	0.7760843185450951	0.7750999016478088	0.775127370517764	0.7750840139214902
0.8	0.7436696245325826	0.7511386035304908	0.7507682024180543	0.7499144870483261	0.7500230403813926	0.7500123478603081
0.9	0.722903778643724	0.7314975201502772	0.7317183145886013	0.7310671726727834	0.7312355046281889	0.7312630699007023
