# x betaInf_err beta5_err
# x	betaInf_err	beta5_err
2	0.004612508940223883	0.14341367948499234
3	0.004116670912073984	0.08145494582260261
4	0.003889378647395833	0.042156379227684566
5	0.003789371890990595	0.01782407693804308
6	0.0036821618157504015	0.01725187550459799
7	0.0035910973106686272	0.013581922114123651
8	0.0036819491818458924	0.01380561449156452
