# ts TEMPO
# ts	Z
0.0	1.0
0.05	0.9943470750362894
0.1	0.9775185686992679
0.15000000000000002	0.9497470954473836
0.2	0.9114160304752517
0.25	0.8630541102458232
0.30000000000000004	0.8053280348764399
0.35000000000000003	0.7390330414372741
0.4	0.6650817257310909
0.45	0.5844912183456745
0.5	0.498368927470893
0.55	0.40789694556019446
0.6000000000000001	0.31431547274510363
0.65	0.21890539716845236
0.7000000000000001	0.12297035081057414
0.75	0.027818410997497732
0.8	-0.0652562401547384
0.8500000000000001	-0.15499139180153693
0.9	-0.2401743278171319
0.9500000000000001	-0.3196591923968508
1.0	-0.392382774981144
1.05	-0.4573792194583826
1.1	-0.5137936043218883
1.1500000000000001	-0.56089386752178
1.2000000000000002	-0.5980809035155645
1.25	-0.6248968808631461
1.3	-0.641031517340702
1.35	-0.6463262941002268
1.4000000000000001	-0.6407765782250748
1.4500000000000002	-0.6245314558494081
1.5	-0.5978915076279575
1.55	-0.5613046838955634
1.6	-0.5153589556107049
1.6500000000000001	-0.46077602343956114
1.7000000000000002	-0.3983978180469224
1.75	-0.329177442945258
1.8	-0.25416452308604626
1.85	-0.17449039822477908
1.9000000000000001	-0.09135220398709451
1.9500000000000002	-0.005996001066594872
2.0	0.08030079552533574
2.0500000000000003	0.16624734853580359
2.1	0.25055764495331073
2.15	0.33196846557862214
2.2	0.4092572346018737
2.25	0.481259078989013
2.3000000000000003	0.5468832888583671
2.35	0.6051241987110594
2.4000000000000004	0.6550872792117547
2.45	0.6959914302319333
2.5	0.7271816341067928
2.5500000000000003	0.748139310363449
2.6	0.7584888982850442
2.6500000000000004	0.758003549105839
2.7	0.7466081359650306
2.75	0.724380268378421
2.8000000000000003	0.6915492452642384
2.85	0.6484927010369412
2.9000000000000004	0.5957316128791459
2.95	0.5339227133169986
3.0	0.4638494793323369
3.0500000000000003	0.3864111542114751
3.1	0.30261018200238887
3.1500000000000004	0.21353851229863824
3.2	0.12036198523766366
3.25	0.024304362445676613
3.3000000000000003	-0.0733697278626068
3.35	-0.17137236575411188
3.4000000000000004	-0.26841024770523064
3.45	-0.36320262547946947
3.5	-0.4544990700390586
3.5500000000000003	-0.5410968085151947
3.6	-0.6218573065158967
3.6500000000000004	-0.695722139096892
3.7	-0.7617276639411
3.75	-0.8190181050936606
3.8000000000000003	-0.8668575646360767
3.85	-0.9046399306310334
3.9000000000000004	-0.931897391540047
3.95	-0.9483068484101769
4.0	-0.9536940324316453
4.05	-0.9480361659668436
4.1000000000000005	-0.9314618085788626
4.15	-0.9042492936749376
4.2	-0.8668226980684871
4.25	-0.819745523958159
4.3	-0.7637131879400584
4.3500000000000005	-0.6995430410671217
4.4	-0.628162994877875
4.45	-0.5505986026695951
4.5	-0.46795866447317785
4.55	-0.3814198609817608
4.6000000000000005	-0.29221147904817163
4.65	-0.2015971676993069
4.7	-0.1108557281808838
4.75	-0.02126329391906384
4.800000000000001	0.065921383204347
4.8500000000000005	0.1494755923899225
4.9	0.2282298399454079
4.95	0.3010842022167352
5.0	0.36702357806372055
5.050000000000001	0.4251318004561417
5.1000000000000005	0.4746043863705453
5.15	0.5147596564646937
5.2	0.5450482362312233
5.25	0.5650606544949267
5.300000000000001	0.5745330580206326
5.3500000000000005	0.5733508547908545
5.4	0.5615502958445474
5.45	0.5393179805575484
5.5	0.5069882622649733
5.550000000000001	0.46503856474262684
5.6000000000000005	0.41408277852731046
5.65	0.3548627283834688
5.7	0.2882378345592866
5.75	0.21517314611167723
5.800000000000001	0.13672593352688625
5.8500000000000005	0.05403101153957917
5.9	-0.03171514607248775
5.95	-0.11927100075769703
6.0	-0.20736727132435706
6.050000000000001	-0.29472464255970215
6.1000000000000005	-0.38007155305027984
6.15	-0.4621619870664935
6.2	-0.539792880318659
6.25	-0.6118208925259462
6.300000000000001	-0.677178445660769
6.3500000000000005	-0.7348886354054621
6.4	-0.7840789734756403
6.45	-0.8239936135441038
6.5	-0.854004021961195
6.550000000000001	-0.8736178502817129
6.6000000000000005	-0.8824859425111559
6.65	-0.8804073164083012
6.7	-0.8673321258850696
6.75	-0.8433625531700062
6.800000000000001	-0.8087514976838109
6.8500000000000005	-0.763899232582603
6.9	-0.7093479755924381
6.95	-0.6457745171242777
7.0	-0.5739809204200845
7.050000000000001	-0.49488350753660415
7.1000000000000005	-0.4095002199000008
7.15	-0.3189365737776831
7.2	-0.22437035828289306
7.25	-0.12703534118839277
7.300000000000001	-0.02820415466380603
7.3500000000000005	0.07082934312701927
7.4	0.16876805165756487
7.45	0.26432965154453636
7.5	0.35626443650492984
7.550000000000001	0.4433727098309373
7.6000000000000005	0.524521500407843
7.65	0.5986603427383673
7.7	0.6648359520242141
7.75	0.7222054960627159
7.800000000000001	0.770048398174284
7.8500000000000005	0.8077764028882121
7.9	0.8349417965941197
7.95	0.8512436978099656
8.0	0.8565322493811569
8.05	0.850810770317548
8.1	0.8342356961460861
8.15	0.8071144038338027
8.200000000000001	0.7699009343740151
8.25	0.7231896660583157
8.3	0.6677069393707916
8.35	0.6043009470226651
