# ts	z0
0.0	0.5
0.0125	0.4999603718453516
0.025	0.4998426696533001
0.037500000000000006	0.4996470650293038
0.05	0.4993738427687292
0.0625	0.49902339937539913
0.07500000000000001	0.4985962410287318
0.08750000000000001	0.498092981035774
0.1	0.49751433681361956
0.1125	0.4968611264530762
0.125	0.49613426492329754
0.1375	0.49533475997937926
0.15000000000000002	0.49446370783971805
0.1625	0.493522288700012
0.17500000000000002	0.49251176215278225
0.1875	0.4914334625791281
0.2	0.4902887945722928
0.21250000000000002	0.4890792284566387
0.225	0.4878062959547629
0.23750000000000002	0.48647158604647006
0.25	0.4850767410671394
0.2625	0.48362345307051685
0.275	0.482113460482255
0.28750000000000003	0.48054854505790034
0.30000000000000004	0.4789305291498129
0.3125	0.47726127327843343
0.325	0.47554267399346234
0.3375	0.4737766620097904
0.35000000000000003	0.47196520058379626
0.36250000000000004	0.47011028409754424
0.375	0.4682139368065643
0.3875	0.46627821170731787
0.4	0.4643051894727235
0.41250000000000003	0.4622969774019112
0.42500000000000004	0.46025570833026297
0.4375	0.4581835394452003
0.45	0.4560826509518709
0.4625	0.4539552445394014
0.47500000000000003	0.4518035415987114
0.48750000000000004	0.4496297811487675
0.5	0.44743621743458456
0.5125000000000001	0.44522511716429464
0.525	0.4429987563608785
0.5375	0.440759416810742
0.55	0.4385093821022079
0.5625	0.43625093326130504
0.5750000000000001	0.4339863439955122
0.5875	0.43171787555315744
0.6000000000000001	0.42944777122472344
0.6125	0.42717825052588165
0.625	0.42491150310297277
0.6375000000000001	0.42264968241035517
0.65	0.4203948992155516
0.6625000000000001	0.41814921499089447
0.675	0.4159146352546945
0.6875	0.4136931029284899
0.7000000000000001	0.4114864917816751
0.7125	0.4092966000295287
0.7250000000000001	0.4071251441513773
0.7375	0.4049737529954318
0.75	0.40284396223466906
0.7625000000000001	0.400737209234661
0.775	0.3986548283942778
0.7875000000000001	0.39659804701123824
0.8	0.3945679817130114
0.8125	0.39256563549405593
0.8250000000000001	0.39059189538563005
0.8375	0.38864753078791575
0.8500000000000001	0.3867331925421261
0.8625	0.3848494127203389
0.875	0.3829966050391777
0.8875000000000001	0.381175065895664
0.9	0.37938497600982257
0.9125000000000001	0.37762640263845476
0.925	0.3758993023403185
0.9375	0.3742035242763821
0.9500000000000001	0.3725388140203075
0.9625	0.3709048178457141
0.9750000000000001	0.3693010874516529
0.9875	0.36772708508273
1.0	0.3661821889939017
1.0125	0.3646656992060103
1.0250000000000001	0.36317684350357277
1.0375	0.36171478363543774
1.05	0.3602786216746646
1.0625	0.35886740648669846
1.075	0.3574801402532546
1.0875000000000001	0.35611578500247476
1.1	0.3547732690975842
1.1125	0.35345149364175366
1.125	0.3521493387571252
1.1375	0.3508656697006219
1.1500000000000001	0.3495993427798896
1.1625	0.3483492110385007
1.175	0.34711412969365874
1.1875	0.3458929613156689
1.2000000000000002	0.3446845807373336
1.2125000000000001	0.3434878796819539
1.225	0.34230177110607274
1.2375	0.34112519325841983
1.25	0.3399571134545833
1.2625000000000002	0.33879653156043243
1.2750000000000001	0.3376424831811917
1.2875	0.3364940425689327
1.3	0.3353503252593247
1.3125	0.3342104904404399
1.3250000000000002	0.3330737430568316
1.3375000000000001	0.3319393356541024
1.35	0.3308065699672608
1.3625	0.32967479825274204
1.375	0.3285434243707728
1.3875000000000002	0.3274119046379221
1.4000000000000001	0.3262797484790785
1.4125	0.3251465189052959
1.425	0.3240118328321638
1.4375	0.32287536124457644
1.4500000000000002	0.32173682920928953
1.4625000000000001	0.3205960157364153
1.475	0.31945275349142954
1.4875	0.31830692836363533
1.5	0.31715847889802395
1.5125000000000002	0.316007395601019
1.5250000000000001	0.31485372012683116
1.5375	0.31369754434810965
1.55	0.31253900931242495
1.5625	0.3113783040857137
1.5750000000000002	0.3102156644822409
1.5875000000000001	0.3090513716772382
1.6	0.3078857506957091
1.6125	0.30671916876646793
1.625	0.3055520335291601
1.6375000000000002	0.30438479108277067
1.6500000000000001	0.30321792386763824
1.6625	0.30205194837353105
1.675	0.3008874126706471
1.6875	0.29972489376216627
1.7000000000000002	0.2985649947612433
1.7125000000000001	0.2974083419033788
1.725	0.29625558140702934
1.7375	0.2951073762009743
1.75	0.293964402540671
1.7625000000000002	0.2928273465390824
1.7750000000000001	0.29169690064299086
1.7875	0.2905737600875093
1.8	0.2894586193600242
1.8125	0.2883521687060649
1.8250000000000002	0.2872550907087114
1.8375000000000001	0.286168056973853
1.85	0.2850917249543731
1.8625	0.28402673494513264
1.875	0.2829737072754297
1.8875000000000002	0.2819332397191726
1.9000000000000001	0.2809059051366804
1.9125	0.27989224935239726
1.925	0.2788927892675887
1.9375	0.27790801120001535
1.9500000000000002	0.2769383694382408
1.9625000000000001	0.27598428499125444
1.975	0.275046144510839
1.9875	0.2741242993612285
2.0	0.2732190648114321
2.0125	0.2723307193276047
2.025	0.2714595039470897
2.0375	0.2706056217213693
2.0500000000000003	0.26976923722137
2.0625	0.2689504761054242
2.075	0.2681494247560421
2.0875	0.2673661299973858
2.1	0.2666005989092612
2.1125000000000003	0.2658527987562447
2.125	0.2651226570512574
2.1375	0.2644100617724364
2.15	0.2637148617505226
2.1625	0.26303686724165737
2.1750000000000003	0.2623758506972072
2.1875	0.2617315477390882
2.2	0.2611036583434704
2.2125	0.2604918482309011
2.225	0.2598957504540477
2.2375000000000003	0.2593149671694448
2.25	0.25874907157382043
2.2625	0.2581976099821516
2.275	0.2576601040218437
2.2875	0.2571360529167001
2.3000000000000003	0.25662493583267426
2.3125	0.25612621425879556
2.325	0.2556393343958958
2.3375	0.2551637295281077
2.35	0.25469882235376157
2.3625000000000003	0.25424402725571976
2.375	0.253798752495406
2.3875	0.25336240231895063
2.4000000000000004	0.25293437896938575
2.4125	0.25251408460350255
2.4250000000000003	0.25210092311706445
2.4375	0.2516943018852961
2.45	0.2512936334289387
2.4625000000000004	0.25089833701706626
2.475	0.2505078402191419
2.4875000000000003	0.2501215804165926
2.5	0.24973900628359577
2.5125	0.24935957924232546
2.5250000000000004	0.24898277489459036
2.5375	0.2486080844283987
2.5500000000000003	0.24823501599525008
2.5625	0.24786309605188436
2.575	0.24749187065751657
2.5875000000000004	0.24712090671876588
2.6	0.24674979317387566
2.6125000000000003	0.2463781421066446
2.625	0.24600558978366296
2.6375	0.24563179760899276
2.6500000000000004	0.24525645299061996
2.6625	0.24487927011421534
2.6750000000000003	0.24449999061835254
2.6875	0.2441183841639367
2.7	0.2437342488887887
2.7125000000000004	0.24334741174037797
2.725	0.24295772868321938
2.7375000000000003	0.24256508478319466
2.75	0.2421693941759072
2.7625	0.24177059992861408
2.7750000000000004	0.24136867381048002
2.7875	0.24096361598063035
2.8000000000000003	0.24055545460362976
2.8125	0.24014424539957538
2.825	0.23973007113652908
2.8375000000000004	0.23931304106741683
2.85	0.23889329031170803
2.8625000000000003	0.2384709791780697
2.875	0.23804629242245162
2.8875	0.23761943843418273
2.9000000000000004	0.23719064834389478
2.9125	0.23676017505316624
2.9250000000000003	0.23632829218888843
2.9375	0.23589529299272152
2.95	0.23546148915841125
2.9625000000000004	0.2350272096354857
2.975	0.23459279940375471
2.9875000000000003	0.23415861822437498
