# ts tempo_beta5_lt1
# ts	tempo_beta5_lt1
0.0	0.9999999999999964
0.00625	0.9956680141339721
0.0125	0.9951237059332468
0.018750000000000003	0.994215415949357
0.025	0.9929440365267335
0.03125	0.9913108155350453
0.037500000000000006	0.9893173565526374
0.043750000000000004	0.9869656161695771
0.05	0.9842579018148271
0.05625	0.9811968694457341
0.0625	0.9777855194423593
0.06875	0.9740271942925168
0.07500000000000001	0.9699255746481806
0.08125	0.9654846751441808
0.08750000000000001	0.9607088396597735
0.09375	0.9556027368008719
0.1	0.950171354285831
0.10625000000000001	0.9444199932432082
0.1125	0.9383542626741526
0.11875000000000001	0.9319800731335134
0.125	0.925303630299356
0.13125	0.9183314256309743
0.1375	0.9110702313104392
0.14375000000000002	0.9035270922723729
0.15000000000000002	0.8957093177120032
0.15625	0.8876244728872131
0.1625	0.8792803705544362
0.16875	0.8706850620133534
0.17500000000000002	0.8618468280110888
0.18125000000000002	0.8527741692038697
0.1875	0.8434757966402797
0.19375	0.8339606212006404
0.2	0.8242377442201126
0.20625000000000002	0.8143164469582734
0.21250000000000002	0.8042061799913818
0.21875	0.7939165525225566
0.225	0.7834573209629907
0.23125	0.7728383781375973
0.23750000000000002	0.7620697421754219
0.24375000000000002	0.7511615449144761
0.25	0.7401240204027814
0.25625000000000003	0.7289674931504643
0.2625	0.7177023664051606
0.26875	0.7063391105207691
0.275	0.6948882509222997
0.28125	0.683360355957954
0.28750000000000003	0.6717660247258592
0.29375	0.6601158760265654
0.30000000000000004	0.6484205363874959
0.30625	0.6366906257342319
0.3125	0.62493674636606
0.31875000000000003	0.6131694718835176
0.325	0.6013993352028301
0.33125000000000004	0.5896368167367653
0.3375	0.5778923308200327
0.34375	0.5661762136024167
0.35000000000000003	0.5544987128215659
0.35625	0.5428699784969588
0.36250000000000004	0.5313000502543056
0.36875	0.519798844929128
0.375	0.5083761453806883
0.38125000000000003	0.4970415892751056
0.3875	0.4858046604078569
0.39375000000000004	0.4746746779312589
0.4	0.46366078068722877
0.40625	0.4527719195614212
0.41250000000000003	0.4420168504229868
0.41875	0.4314041243093206
0.42500000000000004	0.42094207740456363
0.43125	0.41063882145221103
0.4375	0.4005022346570795
0.44375000000000003	0.3905399529866636
0.45	0.38075936199050825
0.45625000000000004	0.3711675890291105
0.4625	0.3617714958416728
0.46875	0.3525776710307415
0.47500000000000003	0.34359242162259096
0.48125	0.33482176461498697
0.48750000000000004	0.32627142217421046
0.49375	0.3179468192934374
0.5	0.30985307696446435
0.50625	0.3019950055939693
0.5125000000000001	0.29437710035277476
0.51875	0.28700353692550856
0.525	0.27987816741992383
0.53125	0.2730045165917041
0.5375	0.2663857784443342
0.5437500000000001	0.26002481329288996
0.55	0.25392414522884005
0.55625	0.2480859599774125
0.5625	0.2425121031928081
0.56875	0.23720407912169306
0.5750000000000001	0.23216304970307913
0.58125	0.22738983408234778
0.5875	0.22288490850387985
0.59375	0.21864840662973764
0.6000000000000001	0.21468012026057057
0.6062500000000001	0.21097950046656164
0.6125	0.207545659114139
0.61875	0.2043773707883452
0.625	0.20147307514645751
0.6312500000000001	0.19883087963309734
0.6375000000000001	0.19644856259388027
0.64375	0.19432357679962375
0.65	0.19245305333795462
0.65625	0.19083380587914253
0.6625000000000001	0.18946233531616305
0.6687500000000001	0.18833483478985946
0.675	0.18744719507328664
0.68125	0.1867950102923286
0.6875	0.1863735840078058
0.6937500000000001	0.1861779356746637
0.7000000000000001	0.18620280743579054
0.70625	0.18644267116723529
0.7125	0.18689173563706013
0.71875	0.18754395388756923
0.7250000000000001	0.18839303159130646
0.7312500000000001	0.18943243610052496
0.7375	0.19065540519231866
0.74375	0.19205495557891428
0.75	0.19362389173963349
0.7562500000000001	0.1953548151610478
0.7625000000000001	0.19724013387028946
0.76875	0.19927207199749783
0.775	0.20144267941975896
0.78125	0.20374384194881928
0.7875000000000001	0.2061672917551771
0.7937500000000001	0.20870461794787828
0.8	0.21134727735087125
0.80625	0.21408660539657984
0.8125	0.21691382709824739
0.8187500000000001	0.21982006817049154
0.8250000000000001	0.22279636620244359
0.83125	0.22583368192516926
0.8375	0.22892291056923336
0.84375	0.23205489323179646
0.8500000000000001	0.235220428354201
0.8562500000000001	0.2384102832763283
0.8625	0.2416152033678685
0.86875	0.24482591718952815
0.875	0.24803318038840244
0.8812500000000001	0.2512277514179093
0.8875000000000001	0.25440041383764117
0.89375	0.2575419900513336
0.9	0.26064335162093044
0.90625	0.26369543036719767
0.9125000000000001	0.26668922950311863
0.9187500000000001	0.26961583467791017
0.925	0.2724664249060604
0.93125	0.27523228335860866
0.9375	0.2779048080154904
0.9437500000000001	0.28047552215350546
0.9500000000000001	0.28293608466977027
0.95625	0.28527830022557343
0.9625	0.2874941291822925
0.96875	0.28957569734253147
0.9750000000000001	0.29151530547176224
0.9812500000000001	0.29330543857985775
0.9875	0.2949387749655107
0.99375	0.2964081950185985
1.0	0.2977067897378007
1.00625	0.29882786902471703
1.0125	0.29976496965804067
1.01875	0.30051186302476374
1.0250000000000001	0.30106256256927244
1.03125	0.30141133092845585
1.0375	0.301552686763235
1.04375	0.3014814112910982
1.05	0.3011925544451621
1.0562500000000001	0.30068144068952496
1.0625	0.29994367448967596
1.06875	0.2989751454019763
1.075	0.2977720327942152
1.08125	0.2963308102282679
1.0875000000000001	0.29464824948126644
1.09375	0.2927214241601947
1.1	0.2905477130176444
1.10625	0.2881248028507334
1.1125	0.28545069106410753
1.1187500000000001	0.2825236878216509
1.125	0.27934241786164826
1.13125	0.27590582190910273
1.1375	0.272213157720585
1.14375	0.2682640007444291
1.1500000000000001	0.2640582443986409
1.15625	0.2595960999640219
1.1625	0.2548780960877285
1.16875	0.24990507793154396
1.175	0.24467820592338702
1.1812500000000001	0.23919895413761003
1.1875	0.2334691082718246
1.19375	0.22749076330262363
1.2000000000000002	0.2212663207069819
1.20625	0.21479848539634122
1.2125000000000001	0.2080902622155544
1.21875	0.20114495210002162
1.225	0.19396614791935562
1.2312500000000002	0.18655772993278152
1.2375	0.17892386091556425
1.2437500000000001	0.17106898094285267
1.25	0.16299780184807025
1.25625	0.15471530138374848
1.2625000000000002	0.14622671701760925
1.26875	0.13753753945072922
1.2750000000000001	0.12865350586585522
1.28125	0.11958059280657049
1.2875	0.11032500887795792
1.2937500000000002	0.10089318706240316
1.3	0.09129177687910685
1.3062500000000001	0.08152763622607173
1.3125	0.0716078229880141
1.31875	0.06153958641983981
1.3250000000000002	0.0513303583410415
1.33125	0.04098774406317802
1.3375000000000001	0.03051951313899183
1.34375	0.019933589919708682
1.35	0.009238043993802788
1.3562500000000002	-0.0015589196187718228
1.3625	-0.012448970437595849
1.3687500000000001	-0.023423662514674752
1.375	-0.03447444469222903
1.38125	-0.0455926708857169
1.3875000000000002	-0.05676961053920621
1.39375	-0.06799645909698974
1.4000000000000001	-0.07926434862486792
1.40625	-0.0905643584915262
1.4125	-0.10188752606851838
1.4187500000000002	-0.11322485749066927
1.425	-0.12456733843518314
1.4312500000000001	-0.1359059450124603
1.4375	-0.1472316544898219
1.44375	-0.15853545619024137
1.4500000000000002	-0.1698083622480964
1.45625	-0.1810414184099457
1.4625000000000001	-0.19222571474351474
1.46875	-0.2033523963328017
1.475	-0.21441267385381058
1.4812500000000002	-0.225397834181283
1.4875	-0.23629925072942465
1.4937500000000001	-0.24710839385267624
1.5	-0.25781684105500285
1.50625	-0.2684162870500719
1.5125000000000002	-0.278898553713906
1.51875	-0.289255599833449
1.5250000000000001	-0.2994795307006501
1.53125	-0.30956260746875525
1.5375	-0.3194972562761632
1.5437500000000002	-0.32927607711229157
1.55	-0.33889185247402087
1.5562500000000001	-0.3483375557150227
1.5625	-0.3576063592227825
1.56875	-0.36669164240947455
1.5750000000000002	-0.37558699949099666
1.58125	-0.384286247059311
1.5875000000000001	-0.39278343139664534
1.59375	-0.4010728355024922
1.6	-0.4091489858120536
1.6062500000000002	-0.41700665855187896
1.6125	-0.42464088580188625
1.6187500000000001	-0.4320469611797817
1.625	-0.43922044523338477
1.63125	-0.4461571704625892
1.6375000000000002	-0.4528532460309343
1.64375	-0.4593050621153848
1.6500000000000001	-0.4655092939442991
1.65625	-0.4714629054590724
1.6625	-0.47716315264449444
1.6687500000000002	-0.4826075865026885
1.675	-0.4877940556728641
1.6812500000000001	-0.49272070868180223
1.6875	-0.49738599584274
1.69375	-0.5017886707875852
1.7000000000000002	-0.5059277916235709
1.70625	-0.509802721739064
1.7125000000000001	-0.5134131302107638
1.71875	-0.5167589918848121
1.725	-0.51984058704276
1.7312500000000002	-0.5226585007414911
1.7375	-0.5252136217519922
1.7437500000000001	-0.5275071411654615
1.75	-0.5295405505920009
1.75625	-0.5313156400503782
1.7625000000000002	-0.5328344954424354
1.76875	-0.5340994956683293
1.7750000000000001	-0.5351133094577339
1.78125	-0.5358788917520647
