# ts ed_betaInf
# ts	ed_betaInf
2.325	0.15168430616332268
2.3375	0.15569602641928534
2.35	0.16139130114555741
2.3625000000000003	0.1687325426359308
2.375	0.1776699875750589
2.3875	0.18814205428725225
2.4000000000000004	0.20007578699654063
2.4125	0.21338738386325742
2.4250000000000003	0.22798280494786602
2.4375	0.24375845566626525
2.45	0.26060194074690146
2.4625000000000004	0.2783928831824959
2.475	0.2970038021920065
2.4875000000000003	0.31630104377501683
2.5	0.33614575705417765
