# ts ed_betaInf
# ts	ed_betaInf
0.0	1.0
0.0125	0.9986916714639253
0.025	0.9947746994844957
0.037500000000000006	0.9882730709618397
0.05	0.9792265844854151
0.0625	0.9676905822838059
0.07500000000000001	0.9537355775767781
0.08750000000000001	0.9374467799295563
0.1	0.9189235219204464
0.1125	0.8982785911205865
0.125	0.8756374720439059
0.1375	0.8511375033516456
0.15000000000000002	0.8249269561846736
0.1625	0.7971640400439822
0.17500000000000002	0.768015843141473
0.1875	0.7376572145959045
0.2	0.7062695962492244
0.21250000000000002	0.6740398122240167
0.225	0.6411588246306422
0.23750000000000002	0.6078204640612284
0.25	0.5742201436748948
0.2625	0.5405535657838255
0.275	0.5070154298919726
0.28750000000000003	0.47379815111711143
0.30000000000000004	0.44109059784297694
0.3125	0.40907685730177534
0.325	0.37793503757960834
0.3375	0.3478361142698895
0.35000000000000003	0.3189428296745017
0.36250000000000004	0.29140865207161265
0.375	0.2653768021355306
0.3875	0.240979353110917
0.4	0.21833641081434116
0.41250000000000003	0.1975553789646759
0.42500000000000004	0.17873031473402293
0.4375	0.16194137876727785
0.45	0.14725438324561618
0.4625	0.13472044087196192
0.47500000000000003	0.12437571693988202
0.48750000000000004	0.11624128591639203
0.5	0.1103230932292325
0.5125000000000001	0.10661202220534371
0.525	0.10508406536508359
0.5375	0.10570059854125302
0.55	0.10840875556865352
0.5625	0.11314190058369036
0.5750000000000001	0.11982019428957802
0.5875	0.1283512498858051
0.6000000000000001	0.13863087373532884
0.6125	0.15054388525395046
0.625	0.16396500995761332
0.6375000000000001	0.17875983909879709
0.65	0.19478584886641165
0.6625000000000001	0.21189347171768
0.675	0.22992721205839056
0.6875	0.24872679819199442
0.7000000000000001	0.26812836222035197
0.7125	0.2879656394011456
0.7250000000000001	0.30807117835022724
0.7375	0.32827755342225634
0.75	0.34841857061015
0.7625000000000001	0.36833045837300027
0.775	0.38785303493268136
0.7875000000000001	0.40683084377020073
0.8	0.42511424930267366
0.8125	0.4425604850285584
0.8250000000000001	0.4590346467903116
0.8375	0.47441062421719843
0.8500000000000001	0.48857196387353086
0.8625	0.5014126581457421
0.875	0.5128378544517626
0.8875000000000001	0.5227644799439777
0.9	0.5311217774985033
0.9125000000000001	0.5378517494339592
0.925	0.5429095060776893
0.9375	0.5462635169915349
0.9500000000000001	0.5478957633778102
0.9625	0.5478017909039335
0.9750000000000001	0.545990662905949
0.9875	0.5424848146519355
1.0	0.5373198100605181
1.0125	0.5305440029725755
1.0250000000000001	0.5222181057604642
1.0375	0.5124146687237945
1.05	0.5012174743593444
1.0625	0.48872085120027126
1.075	0.4750289124922968
1.0875000000000001	0.4602547255076769
1.1	0.4445194177879124
1.1125	0.4279512270497246
1.125	0.4106845018826332
1.1375	0.392858660707945
1.1500000000000001	0.37461711675543563
1.1625	0.3561061770437024
1.175	0.3374739235213847
1.1875	0.3188690846381113
1.2000000000000002	0.3004399056653024
1.2125000000000001	0.28233302607774324
1.225	0.264692372237021
1.2375	0.24765807348842453
1.25	0.23136540959444885
1.2625000000000002	0.2159437971822361
1.2750000000000001	0.20151582258106074
1.2875	0.1881963280713434
1.3	0.17609155816161795
1.3125	0.16529837205712364
1.3250000000000002	0.15590352798678028
1.3375000000000001	0.14798304451783478
1.35	0.1416016434134119
1.3625	0.13681227798177395
1.375	0.13365575023180373
1.3875000000000002	0.13216041949166352
1.4000000000000001	0.13234200447158395
1.4125	0.13420348006231497
1.425	0.13773506946280975
1.4375	0.14291433152954133
1.4500000000000002	0.1497063425403086
1.4625000000000001	0.15806397087283205
1.475	0.16792824241774296
1.4875	0.1792287938817133
1.5	0.19188441049435545
1.5125000000000002	0.2058036440167199
1.5250000000000001	0.22088550636419826
1.5375	0.2370202336067415
1.55	0.25409011459832626
1.5625	0.27197037801942114
1.5750000000000002	0.29053013119406745
1.5875000000000001	0.30963334367014966
1.6	0.3291398682302511
1.6125	0.3489064917333196
1.625	0.3687880079762487
1.6375000000000002	0.38863830461081256
1.6500000000000001	0.40831145605622876
1.6625	0.4276628143117614
1.675	0.4465500895971664
1.6875	0.46483441283142957
1.7000000000000002	0.4823813721014356
1.7125000000000001	0.49906201547071544
1.725	0.5147538127329977
1.7375	0.5293415690237944
1.75	0.5427182835635227
1.7625000000000002	0.5547859472150166
1.7750000000000001	0.5654562729935715
1.7875	0.5746513541657282
1.8	0.5823042451099198
1.8125	0.5883594606841619
1.8250000000000002	0.5927733904487554
1.8375000000000001	0.5955146247211974
1.85	0.5965641900914672
1.8625	0.5959156926937941
1.875	0.5935753682110899
1.8875000000000002	0.5895620382753615
1.9000000000000001	0.5839069736166358
1.9125	0.5766536649992072
1.925	0.5678575036622462
1.9375	0.5575853736471298
1.9500000000000002	0.5459151590413325
1.9625000000000001	0.5329351697936717
1.975	0.5187434903535308
1.9875	0.503447255953057
2.0	0.48716186188209193
2.0125	0.4700101115969145
2.025	0.4521213099520962
2.0375	0.4336303082467521
2.0500000000000003	0.4146765081291665
2.0625	0.39540283170470786
2.075	0.3759546654388657
2.0875	0.35647878563848373
2.1	0.3371222734282514
2.1125000000000003	0.31803142721550093
2.125	0.29935068065363446
2.1375	0.2812215340730749
2.15	0.2637815072487757
2.1625	0.24716312121574843
2.1750000000000003	0.23149291663005844
2.1875	0.21689051590370542
2.2	0.203467736019943
2.2125	0.1913277585630347
2.225	0.18056436307614432
2.2375000000000003	0.17126122939595603
2.25	0.16349131410617804
2.2625	0.15731630570806643
2.275	0.15278616252835145
2.2875	0.14993873677790562
2.3000000000000003	0.14879948754238762
2.3125	0.14938128483372407
