# ts lt0 lt1
# ts	lt	lt
0.0	-1.201373273409961e-16	1.0000000000000115
0.00625	0.006458907108233425	1.0005572024988059
0.0125	0.012700856598901326	1.0000060622717728
0.018750000000000003	0.018921764127029138	0.9990886735181272
0.025	0.025111170700419076	0.9978057959635765
0.03125	0.031258650925495644	0.9961586122827417
0.037500000000000006	0.03735381280764959	0.9941486956477067
0.043750000000000004	0.04338635776938723	0.9917781140642208
0.05	0.04934606792382763	0.9890493448350619
0.05625	0.05522282492723536	0.9859652622667902
0.0625	0.061006617515777205	0.9825290976012716
0.06875	0.06668754443889988	0.978744393912876
0.07500000000000001	0.07225581600875149	0.9746149676690112
0.08125	0.0777017563939635	0.97014488919403
0.08750000000000001	0.08301581403456162	0.9653384946305362
0.09375	0.08818858500877153	0.9602004368070879
0.1	0.09321085119134617	0.9547357647502033
0.10625000000000001	0.09807362351537657	0.9489499951408202
0.1125	0.10276815747412021	0.9428490807058479
0.11875000000000001	0.10728587651641348	0.9364391928973581
0.125	0.11161805087237814	0.929725884189323
0.13125	0.11575656340740395	0.9227160068433342
0.1375	0.11969341699499089	0.91541642173222
0.14375000000000002	0.12342085635076193	0.9078342710531134
0.15000000000000002	0.1269313696802898	0.8999769538038097
0.15625	0.1302176752020094	0.8918520897138424
0.1625	0.13327274832638625	0.8834675385080963
0.16875	0.13608981826553873	0.8748313687767095
0.17500000000000002	0.13866238868279138	0.8659519056834154
0.18125000000000002	0.1409842592619773	0.8568376519778881
0.1875	0.14304950921753437	0.8474974206267515
0.19375	0.1448525574874734	0.8379401390912377
0.2	0.14638809391007376	0.8281750080367496
0.20625000000000002	0.1476511265347209	0.8182112952978371
0.21250000000000002	0.14863695066194202	0.8080585463774524
0.21875	0.14934113907625196	0.7977262931502777
0.225	0.14975964607957362	0.787224352158197
0.23125	0.14988876200653442	0.7765626352551764
0.23750000000000002	0.14972515184871552	0.7657512886411424
0.24375000000000002	0.1492657410737792	0.7548003874008661
0.25	0.14850778032262285	0.7437201806591751
0.25625000000000003	0.14744893089395447	0.7325210829874768
0.2625	0.14608715164153105	0.721213428798953
0.26875	0.1444207273001371	0.7098077556042643
0.275	0.14244840519783125	0.6983146068925773
0.28125	0.1401691711700855	0.6867445870633743
0.28750000000000003	0.1375823954532767	0.6751082071272521
0.29375	0.13468782461509352	0.663416393050849
0.30000000000000004	0.13148555408412843	0.6516793016543586
0.30625	0.12797595163942196	0.6399080862325428
0.3125	0.12415988959993475	0.6281129921044346
0.31875000000000003	0.12003842162156265	0.616304739330541
0.325	0.11561303337770798	0.6044939698353042
0.33125000000000004	0.11088572341172485	0.592690992319992
0.3375	0.10585841331621036	0.580906342062452
0.34375	0.10053386362129854	0.5691504324134055
0.35000000000000003	0.09491477613543203	0.5574333096723775
0.35625	0.08900439212777453	0.5457654629764059
0.36250000000000004	0.08280631286497851	0.5341565851173864
0.36875	0.07632428714678484	0.5226168730125736
0.375	0.06956253920406541	0.5111560586811276
0.38125000000000003	0.06252566530618535	0.4997836893332925
0.3875	0.05521834711977977	0.48850944151386627
0.39375000000000004	0.047645708824998134	0.47734246930430807
0.4	0.03981335431834577	0.46629218159351904
0.40625	0.03172671945215127	0.45536709368819517
0.41250000000000003	0.02339205582299475	0.44457655744886276
0.41875	0.014815682580335518	0.4339287282264699
0.42500000000000004	0.006003818833346703	0.4234320856267378
0.43125	-0.0030362949760791656	0.41309486101877146
0.4375	-0.01229783952902496	0.4029247629847554
0.44375000000000003	-0.021773250815653095	0.39292966573973004
0.45	-0.031455200355287344	0.3831167778873019
