# ts ed_beta5_lt0
# ts	ed_beta5_lt0
0.0	0.0
0.0125	0.012486042324178003
0.025	0.024888416073831077
0.037500000000000006	0.037123839687332114
0.05	0.049109803814732296
0.0625	0.06076495289698016
0.07500000000000001	0.07200946133725648
0.08750000000000001	0.0827654025018898
0.1	0.09295710882232544
0.1125	0.10251152131197352
0.125	0.11135852686199461
0.1375	0.11943128173823347
0.15000000000000002	0.12666651976694637
0.1625	0.13300484376994676
0.17500000000000002	0.13839099888896966
0.1875	0.1427741265255705
0.2	0.14610799771441219
0.21250000000000002	0.14835122484587257
0.225	0.14946745075643658
0.23750000000000002	0.14942551431280046
0.25	0.1481995917272079
0.2625	0.14576931295660311
0.275	0.14211985265638477
0.28750000000000003	0.13724199528028755
0.30000000000000004	0.13113217404002125
0.3125	0.12379248356293548
0.325	0.1152306662097177
0.3375	0.10546007213929888
0.35000000000000003	0.09449959333234736
0.36250000000000004	0.08237357190759007
0.375	0.06911168318712613
0.3875	0.054748794085722266
0.4	0.03932479751587595
0.41250000000000003	0.022884423613444962
0.42500000000000004	0.005477028697723076
0.4375	-0.012843637015118814
0.45	-0.03201968182672339
0.4625	-0.05198934388610618
0.47500000000000003	-0.07268728013238308
0.48750000000000004	-0.09404487146639434
0.5	-0.11599054269154664
0.5125000000000001	-0.13845009569492095
0.525	-0.16134705427917426
0.5375	-0.18460301900079867
0.55	-0.20813803032590208
0.5625	-0.23187093837553277
0.5750000000000001	-0.25571977750395797
0.5875	-0.2796021439319625
0.6000000000000001	-0.3034355746442236
0.6125	-0.32713792575678424
0.625	-0.35062774856396656
0.6375000000000001	-0.3738246614881598
0.65	-0.39664971617685413
0.6625000000000001	-0.41902575602180386
0.675	-0.4408777654125361
0.6875	-0.46213320808368347
0.7000000000000001	-0.4827223529685171
0.7125	-0.5025785860336541
0.7250000000000001	-0.5216387066376252
0.7375	-0.5398432070330902
0.75	-0.5571365337127046
0.7625000000000001	-0.5734673293894731
0.775	-0.5887886544941766
0.7875000000000001	-0.6030581871736607
0.8	-0.6162384008766383
0.8125	-0.628296718722692
0.8250000000000001	-0.6392056439620972
0.8375	-0.6489428659496016
0.8500000000000001	-0.6574913411730027
0.8625	-0.6648393489979805
0.875	-0.6709805219113045
0.8875000000000001	-0.675913850168298
0.9	-0.6796436608721929
0.9125000000000001	-0.6821795716362584
0.925	-0.6835364191007584
0.9375	-0.6837341626979694
0.9500000000000001	-0.6827977641755277
0.9625	-0.6807570435053111
0.9750000000000001	-0.6776465119167799
0.9875	-0.673505182903006
1.0	-0.6683763621521458
1.0125	-0.6623074174572073
1.0250000000000001	-0.6553495297516357
1.0375	-0.6475574265078778
1.05	-0.6389890988183428
1.0625	-0.6297055035560061
1.075	-0.6197702520811618
1.0875000000000001	-0.6092492870230272
1.1	-0.5982105487219058
1.1125	-0.5867236329631177
1.125	-0.5748594416752651
1.1375	-0.5626898282963828
1.1500000000000001	-0.5502872395340654
1.1625	-0.5377243552626776
1.175	-0.5250737283043053
1.1875	-0.5124074258419848
1.2000000000000002	-0.49979667419875623
1.2125000000000001	-0.4873115087028625
1.225	-0.4750204303263059
1.2375	-0.46299007075520054
1.25	-0.4512848675012569
1.2625000000000002	-0.4399667506177897
1.2750000000000001	-0.42909484252210445
1.2875	-0.41872517236144047
1.3	-0.4089104062887344
1.3125	-0.3996995949324835
1.3250000000000002	-0.39113793926298734
1.3375000000000001	-0.38326657596381736
1.35	-0.3761223833234003
1.3625	-0.3697378085584164
1.375	-0.3641407173779188
1.3875000000000002	-0.35935426648600444
1.4000000000000001	-0.3553967996091218
1.4125	-0.35228176751971346
1.425	-0.3500176724095476
1.4375	-0.3486080368480095
1.4500000000000002	-0.34805139744047
1.4625000000000001	-0.348341323181321
1.475	-0.3494664583766459
1.4875	-0.3514105898914377
1.5	-0.3541527383582514
1.5125000000000002	-0.35766727286849753
1.5250000000000001	-0.3619240485525371
1.5375	-0.3668885663453012
1.55	-0.3725221541253829
1.5625	-0.3787821683135989
1.5750000000000002	-0.385622214917082
1.5875000000000001	-0.39299238891210037
1.6	-0.400839530769777
1.6125	-0.4091074988473512
1.625	-0.41773745629011816
1.6375000000000002	-0.42666817102215304
1.6500000000000001	-0.4358363273378043
1.6625	-0.4451768475548391
1.675	-0.4546232221389629
1.6875	-0.46410784667214644
1.7000000000000002	-0.47356236400322754
1.7125000000000001	-0.48291800989732286
1.725	-0.49210596048297933
1.7375	-0.5010576797909189
1.75	-0.5097052656769698
1.7625000000000002	-0.5179817924331428
1.7750000000000001	-0.5258216484068365
1.7875	-0.5331608669747574
1.8	-0.539937449251703
1.8125	-0.5460916769560442
1.8250000000000002	-0.5515664139030066
1.8375000000000001	-0.556307394653323
1.85	-0.5602634989097798
1.8625	-0.5633870103230474
1.875	-0.5656338584472351
1.8875000000000002	-0.5669638426677273
1.9000000000000001	-0.5673408370129501
1.9125	-0.5667329748565766
1.925	-0.5651128126146217
1.9375	-0.5624574716461981
1.9500000000000002	-0.5587487576732322
1.9625000000000001	-0.5539732571447372
1.975	-0.5481224100848727
1.9875	-0.5411925590787244
2.0	-0.5331849741672646
2.0125	-0.5241058535401963
2.025	-0.5139663000345758
2.0375	-0.5027822735651241
2.0500000000000003	-0.4905745197295316
2.0625	-0.47736847494929935
2.075	-0.4631941486203167
2.0875	-0.44808598286038837
2.1	-0.43208269054989606
2.1125000000000003	-0.41522707246765556
2.125	-0.39756581442609745
2.1375	-0.37914926540741833
2.15	-0.36003119779448434
2.1625	-0.3402685508780296
2.1750000000000003	-0.3199211589024218
2.1875	-0.2990514649879962
2.2	-0.27772422233611127
2.2125	-0.25600618418501475
2.225	-0.23396578403915264
2.2375000000000003	-0.2116728077413758
2.25	-0.18919805899726988
2.2625	-0.16661301999190375
2.275	-0.14398950876320613
2.2875	-0.12139933501121959
2.3000000000000003	-0.09891395602990319
2.3125	-0.07660413444678424
2.325	-0.05453959944681536
2.3375	-0.0327887131389563
2.35	-0.011418143698706633
2.3625000000000003	0.00950745311396358
2.375	0.029925742503016394
2.3875	0.04977700774179335
2.4000000000000004	0.06900443438262321
2.4125	0.08755438018088307
2.4250000000000003	0.10537662941421869
2.4375	0.12242463035394117
2.45	0.13865571472842303
2.4625000000000004	0.15403129810653943
2.475	0.16851706022264662
2.4875000000000003	0.18208310436293604
2.5	0.19470409503541694
