# ts tempo_betaInf
# ts	tempo_betaInf
0.0	0.9999999999999918
0.00625	0.999676262925771
0.0125	0.9986986363151932
0.018750000000000003	0.9970686171769159
0.025	0.9947887017587499
0.03125	0.9918623811430879
0.037500000000000006	0.9882941355553841
0.043750000000000004	0.9840894267219278
0.05	0.9792546887639775
0.05625	0.9737973172742878
0.0625	0.9677256568253431
0.06875	0.9610489870012824
0.07500000000000001	0.9537775067322741
0.08125	0.9459223170619516
0.08750000000000001	0.937495402468678
0.09375	0.9285096106546242
0.1	0.9189786310860725
0.10625000000000001	0.9089169720005451
0.1125	0.8983399359755688
0.11875000000000001	0.8872635942324347
0.125	0.8757047598398326
0.13125	0.8636809587314601
0.1375	0.8512104011022317
0.14375000000000002	0.8383119505516025
0.15000000000000002	0.8250050924059408
0.15625	0.8113099010861274
0.1625	0.7972470065124623
0.16875	0.7828375595982568
0.17500000000000002	0.768103196863691
0.18125000000000002	0.7530660043678057
0.1875	0.7377484806433539
0.19375	0.7221734990925501
0.2	0.7063642700774398
0.20625000000000002	0.690344302129747
0.21250000000000002	0.6741373628142096
0.21875	0.6577674392049571
0.225	0.6412586980060786
0.23125	0.6246354454277955
0.23750000000000002	0.607922086851058
0.24375000000000002	0.5911430863983056
0.25	0.5743229265325808
0.25625000000000003	0.5574860675495574
0.2625	0.5406569072276933
0.26875	0.5238597406306076
0.275	0.5071187201414127
0.28125	0.4904578157933115
0.28750000000000003	0.4739007759771179
0.29375	0.4574710885660653
0.30000000000000004	0.4411919425730204
0.30625	0.42508619035561096
0.3125	0.40917631047512126
0.31875000000000003	0.39348437123362284
0.325	0.37803199496641093
0.33125000000000004	0.36284032318417314
0.3375	0.3479299825680969
0.34375	0.33332105189320904
0.35000000000000003	0.31903303008173056
0.35625	0.3050848050634012
0.36250000000000004	0.29149462384158226
0.36875	0.27828006385842785
0.375	0.2654580054444143
0.38125000000000003	0.25304460550033114
0.3875	0.24105527248203448
0.39375000000000004	0.22950464272195886
0.4	0.21840655819124416
0.40625	0.20777404540072375
0.41250000000000003	0.19761929619441682
0.41875	0.18795364963076472
0.42500000000000004	0.17878757560206981
0.43125	0.1701306598553056
0.4375	0.1619915906468603
0.44375000000000003	0.15437814693458835
0.45	0.14729718822856913
0.45625000000000004	0.14075464593733256
0.4625	0.13475551645489117
0.46875	0.12930385582183163
0.47500000000000003	0.12440277605277959
0.48125	0.1200544431931707
0.48750000000000004	0.11626007682633231
0.49375	0.11301995119702905
0.5	0.11033339840561728
0.50625	0.10819881286062714
0.5125000000000001	0.10661365738935549
0.51875	0.10557447100147649
0.525	0.10507687819556742
0.53125	0.10511560018453843
0.5375	0.10568446704027042
0.5437500000000001	0.10677643184707163
0.55	0.10838358621604612
0.55625	0.11049717728923321
0.5625	0.1131076260956616
0.56875	0.11620454744721674
0.5750000000000001	0.11977677111839356
0.58125	0.12381236437154251
0.5875	0.12829865575636662
0.59375	0.1332222600070326
0.6000000000000001	0.13856910475760503
0.6062500000000001	0.14432445741518374
0.6125	0.1504729538187002
0.61875	0.15699862769303718
0.625	0.16388494109453516
0.6312500000000001	0.1711148159791293
0.6375000000000001	0.1786706666828967
0.64375	0.18653443300257944
0.65	0.19468761393566356
0.65625	0.20311130228265714
0.6625000000000001	0.21178621986637935
0.6687500000000001	0.22069275332123517
0.675	0.22981099036648814
0.68125	0.23912075655671752
0.6875	0.24860165234297898
0.6937500000000001	0.25823309047646936
0.7000000000000001	0.2679943336273063
0.70625	0.27786453220490853
0.7125	0.28782276225307746
0.71875	0.2978480634266387
0.7250000000000001	0.3079194767507923
0.7312500000000001	0.3180160826052383
0.7375	0.32811703832364775
0.74375	0.33820161550729244
0.75	0.34824923700865584
0.7562500000000001	0.35823951397211434
0.7625000000000001	0.3681522821709152
0.76875	0.37796763741743766
0.775	0.38766597102078515
0.78125	0.39722800454202595
0.7875000000000001	0.4066348237218879
0.7937500000000001	0.41586791173925103
0.8	0.42490918134500383
0.80625	0.4337410066486546
0.8125	0.44234625367619756
0.8187500000000001	0.45070831003886275
0.8250000000000001	0.45881111358814075
0.83125	0.46663917999575966
