# ts tempo_betaInf_lt0
# ts	tempo_betaInf_lt0
0.0	3.3340732062009952e-18
0.00625	0.006383615764380416
0.0125	0.012621272769185817
0.018750000000000003	0.018837958592515202
0.025	0.025023242765815527
0.03125	0.031166731134510992
0.037500000000000006	0.037258077873291835
0.043750000000000004	0.043286997459016256
0.05	0.049243276561098656
0.05625	0.05511678584629869
0.0625	0.06089749169317787
0.06875	0.06657546779149369
0.07500000000000001	0.07214090661506599
0.08125	0.07758413075398583
0.08750000000000001	0.08289560409397566
0.09375	0.0880659428287571
0.1	0.09308592629672635
0.10625000000000001	0.09794650762581103
0.1125	0.10263882417884665
0.11875000000000001	0.10715420778813337
0.125	0.11148419478122275
0.13125	0.11562053563744168
0.1375	0.11955520459758628
0.14375000000000002	0.12328040888812722
0.15000000000000002	0.1267885976854754
0.15625	0.13007247082023468
0.1625	0.13312498716842905
0.16875	0.13593937274361248
0.17500000000000002	0.13850912848029132
0.18125000000000002	0.14082803768886012
0.1875	0.1428901731839432
0.19375	0.1446899041158249
0.2	0.14622190238039492
0.20625000000000002	0.147481148712931
0.21250000000000002	0.1484629384317359
0.21875	0.14916288680741824
0.225	0.14957693405375394
0.23125	0.14970134993539227
0.23750000000000002	0.1495327379871025
0.24375000000000002	0.14906803935192078
0.25	0.14830453625680556
0.25625000000000003	0.14723985503612408
0.2625	0.1458719687850144
0.26875	0.14419919960192268
0.275	0.14222022042512145
0.28125	0.13993405646047408
0.28750000000000003	0.13734008619765603
0.29375	0.13443804202552867
0.30000000000000004	0.13122801041930998
0.30625	0.12771043172615829
0.3125	0.12388609954142266
0.31875000000000003	0.11975615967119188
0.325	0.11532210868582295
0.33125000000000004	0.11058579206463709
0.3375	0.10554940193578603
0.34375	0.10021547441425595
0.35000000000000003	0.09458688654303662
0.35625	0.08866685285826847
0.36250000000000004	0.08245892155530252
0.36875	0.07596697019719985
0.375	0.06919520111769417
0.38125000000000003	0.06214813644790989
0.3875	0.054830612762694846
0.39375000000000004	0.04724777536179333
0.4	0.03940507219336201
0.40625	0.03130824743329373
0.41250000000000003	0.022963334715844472
0.41875	0.01437665003688134
0.42500000000000004	0.005554784330028369
0.43125	-0.0034954042721737095
0.4375	-0.012766798483774914
0.44375000000000003	-0.022252030204372983
0.45	-0.031943489137345765
0.45625000000000004	-0.04183333171772372
0.4625	-0.05191349029502856
0.46875	-0.06217568253731951
0.47500000000000003	-0.07261142110195007
0.48125	-0.08321202354368389
0.48750000000000004	-0.09396862244033194
0.49375	-0.10487217572025549
0.5	-0.11591347719710995
0.50625	-0.12708316727995714
0.5125000000000001	-0.13837174385461193
0.51875	-0.1497695733222848
0.525	-0.1612669017804759
0.53125	-0.172853866346388
0.5375	-0.18452050657803654
0.5437500000000001	-0.19625677601531405
0.55	-0.2080525538086651
0.55625	-0.21989765640760242
0.5625	-0.2317818493538192
0.56875	-0.24369485906713878
