# ts tempo_betaInf_lt1
# ts	tempo_betaInf_lt1
0.0	0.9999999999999918
0.00625	0.9998614630722401
0.0125	0.9993113921244432
0.018750000000000003	0.9983957738621336
0.025	0.9971155099354434
0.03125	0.9954718606555153
0.037500000000000006	0.9934664435552436
0.043750000000000004	0.9911012315310546
0.05	0.9883785505791572
0.05625	0.9853010771272904
0.0625	0.9818718349615926
0.06875	0.9780941917509548
0.07500000000000001	0.9739718551767251
0.08125	0.9695088686713462
0.08750000000000001	0.9647096067733745
0.09375	0.9595787701065802
0.1	0.9541213799887837
0.10625000000000001	0.948342772686233
0.1125	0.9422485933246723
0.11875000000000001	0.9358447894712753
0.125	0.9291376043994811
0.13125	0.9221335694812326
0.1375	0.914839497153886
0.14375000000000002	0.9072624729895312
0.15000000000000002	0.8994098475721024
0.15625	0.8912892280974154
0.1625	0.8829084696747996
0.16875	0.8742756663434184
0.17500000000000002	0.8653991418048615
0.18125000000000002	0.8562874399199587
0.1875	0.8469493149234892
0.19375	0.8373937215098878
0.2	0.8276298045280688
0.20625000000000002	0.8176668885674035
0.21250000000000002	0.8075144673358401
0.21875	0.7971821928424169
0.225	0.7866798643927218
0.23125	0.77601741742348
0.23750000000000002	0.765204912181488
0.24375000000000002	0.7542525222759444
0.25	0.7431705231521558
0.25625000000000003	0.731969280381076
0.2625	0.7206592378951617
0.26875	0.7092509061338143
0.275	0.6977548501219946
0.28125	0.6861816774942497
0.28750000000000003	0.6745420264823331
0.29375	0.6628465538820845
0.30000000000000004	0.6511059229899411
0.30625	0.6393307915590819
0.3125	0.6275317997725592
0.31875000000000003	0.6157195582430104
0.325	0.6039046360575396
0.33125000000000004	0.5920975488798396
0.3375	0.5803087471258583
0.34375	0.5685486042273424
0.35000000000000003	0.5568274049949306
0.35625	0.5451553340993388
0.36250000000000004	0.5335424646719803
0.36875	0.5219987470600103
0.375	0.5105339977251543
0.38125000000000003	0.49915788830712265
0.3875	0.48787993486863074
0.39375000000000004	0.4767094873328722
0.4	0.46565571912532955
0.40625	0.4547276170326291
0.41250000000000003	0.44393397128968354
0.41875	0.4332833659050915
0.42500000000000004	0.42278416924114004
0.43125	0.41244452485294353
0.4375	0.4022723426018463
0.44375000000000003	0.39227529005375866
0.45	0.38246078417313706
0.45625000000000004	0.3728359832996791
0.4625	0.3634077794485833
0.46875	0.35418279094882144
0.47500000000000003	0.34516735540026405
0.48125	0.3363675229666138
0.48750000000000004	0.327789050009835
0.49375	0.3194373930800227
0.5	0.3113177032670645
0.50625	0.3034348209157269
0.5125000000000001	0.29579327071355316
0.51875	0.28839725715653375
0.525	0.28125066039699836
0.53125	0.2743570324829776
0.5375	0.2677195939846869
0.5437500000000001	0.26134123101904705
0.55	0.255224492670704
0.55625	0.24937158882129626
0.5625	0.2437843883679336
0.56875	0.23846441786765776
0.5750000000000001	0.2334128605738789
0.58125	0.22863055588532671
0.5875	0.2241179991993127
0.59375	0.21987534218312085
0.6000000000000001	0.2159023934599111
0.6062500000000001	0.21219861966184328
0.6125	0.2087631469263932
0.61875	0.2055947627967941
0.625	0.2026919185243234
0.6312500000000001	0.20005273177070337
0.6375000000000001	0.19767498964492303
0.64375	0.195556152131135
0.65	0.19369335589667652
0.65625	0.19208341854903532
0.6625000000000001	0.1907228432773179
0.6687500000000001	0.18960782384665142
0.675	0.18873424994585816
0.68125	0.1880977128933788
0.6875	0.1876935116839456
0.6937500000000001	0.18751665937734607
0.7000000000000001	0.18756188981891042
0.70625	0.1878236646862843
0.7125	0.1882961808519536
0.71875	0.1889733780501334
0.7250000000000001	0.18984894684093778
0.7312500000000001	0.19091633686214687
0.7375	0.19216876536379107
0.74375	0.1935992259898677
0.75	0.19520049789578764
0.7562500000000001	0.19696515499948725
0.7625000000000001	0.1988855755041364
0.76875	0.20095395165929925
0.775	0.20316229974269087
0.78125	0.2055024702194608
0.7875000000000001	0.20796615808955138
0.7937500000000001	0.2105449134106326
0.8	0.21323015197914041
0.80625	0.21601316616437238
0.8125	0.2188851358721805
0.8187500000000001	0.22183713962968893
0.8250000000000001	0.2248601657767747
0.83125	0.22794512375134854
0.8375	0.2310828554545712
0.84375	0.23426414667434162
0.8500000000000001	0.23747973856106414
0.8562500000000001	0.24072033916122984
0.8625	0.24397663495638136
0.86875	0.2472393024151643
0.875	0.250499019546776
0.8812500000000001	0.2537464774316838
0.8875000000000001	0.2569723917205465
0.89375	0.26016751408859856
0.9	0.26332264363115404
0.90625	0.2664286381870788
0.9125000000000001	0.26947642557562035
0.9187500000000001	0.2724570147288054
0.925	0.27536150671437676
0.93125	0.2781811056366188
0.9375	0.28090712939663237
0.9437500000000001	0.2835310202945207
0.9500000000000001	0.2860443554762083
0.95625	0.28843885718904294
0.9625	0.2907064028599058
0.96875	0.29283903496491803
0.9750000000000001	0.2948289706888761
0.9812500000000001	0.2966686113610879
0.9875	0.2983505516554815
0.99375	0.2998675885451336
1.0	0.301212729999944
1.00625	0.3023792034174163
1.0125	0.3033604637764902
1.01875	0.30415020150574307
1.0250000000000001	0.3047423500529235
1.03125	0.30513109314704107
1.0375	0.30531087175279825
1.04375	0.30527639054946737
1.05	0.3050226248040086
1.0562500000000001	0.30454482577452074
1.0625	0.30383852650766685
1.06875	0.30289954712828837
1.075	0.30172399976881437
1.08125	0.30030829313941937
1.0875000000000001	0.29864913675429794
1.09375	0.29674354469956804
1.1	0.29458883912901707
1.10625	0.2921826533462081
1.1125	0.28952293450407696
1.1187500000000001	0.28660794592010697
1.125	0.28343626900514207
