# ts tempo_beta5_lt0
# ts	tempo_beta5_lt0
0.0	-2.1625288967450905e-16
0.00625	0.006068894614696798
0.0125	0.012274899227965668
0.018750000000000003	0.01846013840111961
0.025	0.024614224920442154
0.03125	0.030726806722178802
0.037500000000000006	0.0367875789592943
0.043750000000000004	0.042786295825256074
0.05	0.04871278192759803
0.05625	0.05455694461783655
0.0625	0.06030878543733594
0.06875	0.06595841203545348
0.07500000000000001	0.07149604936824393
0.08125	0.07691205090115288
0.08750000000000001	0.08219690977327751
0.09375	0.08734127004088427
0.1	0.09233593743098487
0.10625000000000001	0.0971718898790136
0.1125	0.10184028826824743
0.11875000000000001	0.10633248649486154
0.125	0.1106400419694758
0.13125	0.11475472424753642
0.1375	0.11866852529490551
0.14375000000000002	0.12237366870860832
0.15000000000000002	0.12586261884709005
0.15625	0.12912808922323513
0.1625	0.1321630512313769
0.16875	0.13496074211859763
0.17500000000000002	0.13751467285576727
0.18125000000000002	0.13981863563856242
0.1875	0.14186671106121002
0.19375	0.143653274602881
0.2	0.14517300373803513
0.20625000000000002	0.14642088385079902
0.21250000000000002	0.14739221388130755
0.21875	0.14808261202715745
0.225	0.14848802056924745
0.23125	0.1486047106566486
0.23750000000000002	0.1484292866579801
0.24375000000000002	0.14795868983218363
0.25	0.14719020182403714
0.25625000000000003	0.14612144792657178
0.2625	0.14475040024022393
0.26875	0.14307537935436884
0.275	0.14109505568447592
0.28125	0.1388084527209209
0.28750000000000003	0.1362149486922224
0.29375	0.13331427352333075
0.30000000000000004	0.1301065104970847
0.30625	0.1265920977546683
0.3125	0.1227718270129002
0.31875000000000003	0.1186468423500597
0.325	0.11421863896729169
0.33125000000000004	0.10948906188703496
0.3375	0.10446030139734443
0.34375	0.09913489066691573
0.35000000000000003	0.09351570558926386
0.35625	0.08760596015067194
0.36250000000000004	0.0814092012616023
0.36875	0.07492930489406771
0.375	0.06817047167370417
0.38125000000000003	0.06113722174840713
0.3875	0.05383439044659661
0.39375000000000004	0.04626712206801735
0.4	0.03844086413852688
0.40625	0.030361361576503213
0.41250000000000003	0.02203464951754519
0.41875	0.013467045771899028
0.42500000000000004	0.004665143257915559
0.43125	-0.004364197815141034
0.4375	-0.013613858159060332
0.44375000000000003	-0.023076467872708097
0.45	-0.03274441512556684
0.45625000000000004	-0.0426098551771467
0.4625	-0.05266471983618594
0.46875	-0.06290072718130398
0.47500000000000003	-0.0733093911593219
0.48125	-0.08388203038525618
0.48750000000000004	-0.09460977689066706
0.49375	-0.10548358896201313
0.5	-0.11649426415428513
0.50625	-0.12763244799963763
0.5125000000000001	-0.1388886436765647
0.51875	-0.15025322313414785
0.525	-0.16171643856307855
0.53125	-0.17326843383560667
0.5375	-0.18489925601746243
0.5437500000000001	-0.19659886694564185
0.55	-0.20835715488312556
0.55625	-0.2201639462577447
0.5625	-0.23200901744398494
0.56875	-0.2438821066206675
0.5750000000000001	-0.2557729256416347
0.58125	-0.2676711719156011
0.5875	-0.27956654031623884
0.59375	-0.2914487350593917
0.6000000000000001	-0.30330748157046045
0.6062500000000001	-0.31513253831930127
0.6125	-0.3269137085966726
0.61875	-0.33864085223827145
0.625	-0.35030389724116673
0.6312500000000001	-0.36189285130766435
0.6375000000000001	-0.37339781328460503
0.64375	-0.38480898446179956
0.65	-0.39611667974458453
0.65625	-0.40731133868069574
0.6625000000000001	-0.41838353633122544
0.6687500000000001	-0.42932399395654963
0.675	-0.4401235895028359
0.68125	-0.45077336792038836
0.6875	-0.46126455126023524
0.6937500000000001	-0.47158854858353083
0.7000000000000001	-0.48173696572516994
0.70625	-0.49170161501840814
0.7125	-0.5014745249091183
0.71875	-0.5110479485737535
0.7250000000000001	-0.5204143714800576
0.7312500000000001	-0.5295665192924602
0.7375	-0.538497366190065
0.74375	-0.5472001427756025
0.75	-0.5556683433548114
0.7562500000000001	-0.5638957328652643
0.7625000000000001	-0.5718763533798337
0.76875	-0.5796045302549527
0.775	-0.587074877908694
0.78125	-0.5942823055086406
0.7875000000000001	-0.6012220224286967
0.7937500000000001	-0.6078895433284297
0.8	-0.6142806927762724
0.80625	-0.6203916094124322
0.8125	-0.6262187497232944
0.8187500000000001	-0.6317588913389889
0.8250000000000001	-0.6370091359874637
0.83125	-0.6419669120742975
0.8375	-0.6466299768343772
0.84375	-0.6509964181456146
0.8500000000000001	-0.6550646559155393
0.8562500000000001	-0.6588334430836246
0.8625	-0.6623018675490261
0.86875	-0.6654693509034953
0.875	-0.6683356516468945
0.8812500000000001	-0.6709008578025519
0.8875000000000001	-0.6731653871705935
0.89375	-0.6751299870925696
0.9	-0.6767957329736906
0.90625	-0.6781640261429371
0.9125000000000001	-0.6792365913045206
0.9187500000000001	-0.6800154735928341
0.925	-0.6805030352663185
0.93125	-0.6807019520178251
0.9375	-0.6806152089411903
0.9437500000000001	-0.6802460961209799
0.9500000000000001	-0.6795982038710138
0.95625	-0.678675417628671
0.9625	-0.6774819125072076
